계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4697.0,5863.0,6511.0,nan,1686.0,1630.0,1766.0,nan
Operating Income,11.0,431.0,310.0,nan,107.0,98.0,29.0,nan
Oper.Income(Rep.),11.0,431.0,310.0,nan,107.0,98.0,29.0,nan
Net Income,-63.0,276.0,335.0,nan,108.0,92.0,56.0,nan
Net Income(Contr.),-48.0,284.0,318.0,nan,102.0,86.0,56.0,nan
Net Income(Minor.),-16.0,-9.0,16.0,nan,6.0,6.0,0.0,nan
Total Assets,3714.0,4030.0,4544.0,nan,4561.0,4466.0,4544.0,nan
Total Liabilities,2799.0,2848.0,3064.0,nan,3123.0,2993.0,3064.0,nan
Total Equity,914.0,1182.0,1480.0,nan,1438.0,1473.0,1480.0,nan
Net Income(Contr.),869.0,1115.0,1480.0,nan,1358.0,1391.0,1480.0,nan
Net Income(Minor.),46.0,67.0,0.0,nan,80.0,82.0,0.0,nan
Capital Stock,90.0,90.0,90.0,nan,90.0,90.0,90.0,nan
Total Debt/Equity,306.14,240.91,207.04,nan,217.13,203.12,207.04,nan
Reserve Ratio,865.35,1139.17,1544.23,nan,1409.22,1445.57,1544.23,nan
Oper.Income Margin,0.24,7.34,4.76,nan,6.33,6.02,1.63,nan
Net Income Margin,-1.01,4.85,4.89,nan,6.03,5.29,3.16,nan
ROA,-1.78,7.12,7.81,nan,9.92,8.14,5.0,nan
ROE,-5.48,28.65,24.54,nan,31.69,25.09,15.55,nan
EPS(KRW),-264.0,1579.0,1769.0,nan,565.0,479.0,310.0,nan
BPS(KRW),4827.0,6196.0,8221.0,nan,7546.0,7728.0,8221.0,nan
DPS(KRW),50.0,60.0,60.0,nan,nan,nan,60.0,nan
PER,nan,2.21,1.79,nan,nan,nan,nan,nan
PBR,0.72,0.56,0.38,nan,0.48,0.44,0.38,nan
Issued Shares,18000.0,18000.0,18000.0,nan,18000.0,18000.0,18000.0,nan
Div Yield,1.43,1.72,1.9,nan,nan,nan,1.9,nan
