계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,523.0,84.0,82.0,nan,nan,nan,nan,nan
Operating Income,-127.0,-40.0,-40.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-127.0,-40.0,-40.0,nan,nan,nan,0.0,nan
Net Income,-139.0,-176.0,-130.0,nan,nan,nan,nan,nan
Net Income(Contr.),-139.0,-176.0,-130.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,0.0,nan,nan,nan,nan,nan
Total Assets,463.0,263.0,422.0,nan,nan,nan,422.0,nan
Total Liabilities,164.0,134.0,222.0,nan,nan,nan,222.0,nan
Total Equity,299.0,129.0,201.0,nan,nan,nan,201.0,nan
Net Income(Contr.),299.0,129.0,200.0,nan,nan,nan,200.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,28.0,29.0,39.0,nan,nan,nan,39.0,nan
Total Debt/Equity,55.07,104.06,110.56,nan,nan,nan,110.56,nan
Reserve Ratio,980.91,376.02,432.04,nan,nan,nan,432.04,nan
Oper.Income Margin,-24.28,-48.12,-49.16,nan,nan,nan,nan,nan
Net Income Margin,-26.61,-209.63,-159.11,nan,nan,nan,nan,nan
ROA,-26.65,-48.39,-37.94,nan,nan,nan,nan,nan
ROE,-42.28,-82.18,-78.95,nan,nan,nan,nan,nan
EPS(KRW),-2562.0,-3075.0,-1746.0,nan,nan,nan,0.0,nan
BPS(KRW),5405.0,2380.0,2660.0,nan,nan,nan,2660.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.26,2.83,1.48,nan,nan,nan,1.48,nan
Issued Shares,5688.0,5789.0,7870.0,nan,nan,nan,7870.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
