계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,23,41,49.0,nan,nan,nan,nan,nan
Operating Income,-96,-83,-128.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-96,-83,-128.0,nan,nan,nan,0.0,nan
Net Income,-203,60,-120.0,nan,nan,nan,nan,nan
Net Income(Contr.),-203,60,-120.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,163,258,391.0,nan,nan,nan,391.0,nan
Total Liabilities,746,60,71.0,nan,nan,nan,71.0,nan
Total Equity,-583,199,320.0,nan,nan,nan,320.0,nan
Net Income(Contr.),-583,199,320.0,nan,nan,nan,320.0,nan
Net Income(Minor.),0,0,0.0,nan,nan,nan,0.0,nan
Capital Stock,1,15,18.0,nan,nan,nan,18.0,nan
Total Debt/Equity,Completely Impaired capital,30.02,22.19,nan,nan,nan,22.19,nan
Reserve Ratio,nan,1184.74,1708.11,nan,nan,nan,1708.11,nan
Oper.Income Margin,-411.24,-202.92,-259.94,nan,nan,nan,nan,nan
Net Income Margin,-869.52,146.72,-242.22,nan,nan,nan,nan,nan
ROA,-206.70,28.56,-36.84,nan,nan,nan,nan,nan
ROE,Completely Impaired capital,Completely Impaired capital,-46.12,nan,nan,nan,nan,nan
EPS(KRW),-3134,656,-720.0,nan,nan,nan,0.0,nan
BPS(KRW),-8605,1285,1808.0,nan,nan,nan,1808.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,nan,7.46,nan,nan,nan,7.46,nan
Issued Shares,6122,15469,17682.0,nan,nan,nan,17682.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
