계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2352.0,2326.0,2561.0,nan,nan,nan,nan,nan
Operating Income,190.0,249.0,286.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),190.0,249.0,286.0,nan,nan,nan,0.0,nan
Net Income,163.0,218.0,269.0,nan,nan,nan,nan,nan
Net Income(Contr.),163.0,218.0,269.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1479.0,1648.0,1872.0,nan,nan,nan,1872.0,nan
Total Liabilities,152.0,203.0,248.0,nan,nan,nan,248.0,nan
Total Equity,1327.0,1445.0,1624.0,nan,nan,nan,1624.0,nan
Net Income(Contr.),1327.0,1445.0,1624.0,nan,nan,nan,1624.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,24.0,24.0,24.0,nan,nan,nan,24.0,nan
Total Debt/Equity,11.42,14.04,15.26,nan,nan,nan,15.26,nan
Reserve Ratio,5812.99,6428.51,7154.48,nan,nan,nan,7154.48,nan
Oper.Income Margin,8.07,10.71,11.18,nan,nan,nan,nan,nan
Net Income Margin,6.91,9.38,10.52,nan,nan,nan,nan,nan
ROA,11.54,13.95,15.3,nan,nan,nan,nan,nan
ROE,12.87,15.74,17.55,nan,nan,nan,nan,nan
EPS(KRW),7394.0,9919.0,12245.0,nan,nan,nan,0.0,nan
BPS(KRW),64636.0,71365.0,79301.0,nan,nan,nan,79301.0,nan
DPS(KRW),2500.0,3500.0,4000.0,nan,nan,nan,2000.0,nan
PER,9.29,7.18,6.44,nan,nan,nan,nan,nan
PBR,1.06,1.0,0.99,nan,nan,nan,0.99,nan
Issued Shares,2199.0,2199.0,2199.0,nan,nan,nan,2199.0,nan
Div Yield,3.64,4.92,5.08,nan,nan,nan,2.54,nan
