계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1284.0,928.0,928.0,nan,255.0,202.0,295.0,nan
Operating Income,115.0,-66.0,-131.0,nan,31.0,-22.0,-113.0,nan
Oper.Income(Rep.),115.0,-66.0,-131.0,nan,31.0,-22.0,-113.0,nan
Net Income,21.0,-75.0,-125.0,nan,15.0,-36.0,-80.0,nan
Net Income(Contr.),22.0,-72.0,-124.0,nan,15.0,-36.0,-80.0,nan
Net Income(Minor.),-1.0,-3.0,-1.0,nan,-0.0,-0.0,-0.0,nan
Total Assets,1565.0,1889.0,1866.0,nan,2107.0,2036.0,1866.0,nan
Total Liabilities,883.0,1148.0,1240.0,nan,1370.0,1341.0,1240.0,nan
Total Equity,682.0,741.0,626.0,nan,737.0,695.0,626.0,nan
Net Income(Contr.),685.0,747.0,636.0,nan,743.0,702.0,636.0,nan
Net Income(Minor.),-3.0,-6.0,-10.0,nan,-7.0,-7.0,-10.0,nan
Capital Stock,14.0,14.0,14.0,nan,14.0,14.0,14.0,nan
Total Debt/Equity,129.55,154.89,197.95,nan,185.94,192.76,197.95,nan
Reserve Ratio,4896.32,5346.21,4540.06,nan,5320.1,5020.66,4540.06,nan
Oper.Income Margin,8.94,-7.09,-14.15,nan,12.17,-11.11,-38.24,nan
Net Income Margin,1.71,-7.8,-13.38,nan,5.92,-17.62,-26.97,nan
ROA,1.42,-4.33,-6.66,nan,2.85,-6.92,-16.33,nan
ROE,4.67,-10.1,-17.96,nan,8.24,-19.69,-47.56,nan
EPS(KRW),182.0,-527.0,-906.0,nan,110.0,-259.0,-580.0,nan
BPS(KRW),4996.0,5446.0,4640.0,nan,5420.0,5121.0,4640.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,46.28,nan,nan,nan,nan,nan,nan,nan
PBR,1.69,1.2,0.71,nan,0.88,0.92,0.71,nan
Issued Shares,13715.0,13715.0,13715.0,nan,13715.0,13715.0,13715.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
