계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,630.0,875.0,1342.0,nan,nan,nan,nan,nan
Operating Income,9.0,8.0,72.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),9.0,8.0,72.0,nan,nan,nan,0.0,nan
Net Income,-9.0,-14.0,17.0,nan,nan,nan,nan,nan
Net Income(Contr.),-9.0,-14.0,17.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,908.0,1112.0,1238.0,nan,nan,nan,1238.0,nan
Total Liabilities,532.0,747.0,824.0,nan,nan,nan,824.0,nan
Total Equity,376.0,364.0,414.0,nan,nan,nan,414.0,nan
Net Income(Contr.),376.0,364.0,414.0,nan,nan,nan,414.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,56.0,56.0,56.0,nan,nan,nan,56.0,nan
Total Debt/Equity,141.37,205.02,198.96,nan,nan,nan,198.96,nan
Reserve Ratio,569.97,547.95,636.18,nan,nan,nan,636.18,nan
Oper.Income Margin,1.35,0.91,5.34,nan,nan,nan,nan,nan
Net Income Margin,-1.44,-1.63,1.3,nan,nan,nan,nan,nan
ROA,-1.08,-1.41,1.48,nan,nan,nan,nan,nan
ROE,-2.53,-3.84,4.47,nan,nan,nan,nan,nan
EPS(KRW),-81.0,-127.0,155.0,nan,nan,nan,0.0,nan
BPS(KRW),3359.0,3248.0,3691.0,nan,nan,nan,3691.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,32.97,nan,nan,nan,nan,nan
PBR,3.63,3.59,1.38,nan,nan,nan,1.38,nan
Issued Shares,11200.0,11220.0,11220.0,nan,nan,nan,11220.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
