계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,263.0,269.0,252.0,nan,54.0,53.0,83.0,nan
Operating Income,10.0,-9.0,1.0,nan,-2.0,-3.0,6.0,nan
Oper.Income(Rep.),10.0,-9.0,1.0,nan,-2.0,-3.0,6.0,nan
Net Income,15.0,-9.0,5.0,nan,-0.0,-4.0,8.0,nan
Net Income(Contr.),15.0,-9.0,5.0,nan,0.0,-4.0,7.0,nan
Net Income(Minor.),nan,-1.0,-0.0,nan,-0.0,nan,0.0,nan
Total Assets,517.0,458.0,447.0,nan,456.0,455.0,447.0,nan
Total Liabilities,73.0,56.0,31.0,nan,58.0,43.0,31.0,nan
Total Equity,444.0,402.0,416.0,nan,398.0,411.0,416.0,nan
Net Income(Contr.),443.0,400.0,416.0,nan,398.0,411.0,416.0,nan
Net Income(Minor.),1.0,2.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,49.0,49.0,49.0,nan,49.0,49.0,49.0,nan
Total Debt/Equity,16.53,13.95,7.45,nan,14.46,10.54,7.45,nan
Reserve Ratio,827.22,777.79,777.68,nan,774.75,768.14,777.68,nan
Oper.Income Margin,3.85,-3.27,0.33,nan,-3.49,-5.31,7.43,nan
Net Income Margin,5.87,-3.24,2.11,nan,0.28,-7.08,8.71,nan
ROA,3.0,-1.93,1.07,nan,-0.09,-3.28,6.69,nan
ROE,3.49,-2.07,1.3,nan,0.15,-3.68,7.0,nan
EPS(KRW),158.0,-90.0,54.0,nan,2.0,-38.0,74.0,nan
BPS(KRW),4636.0,4389.0,4388.0,nan,4374.0,4341.0,4388.0,nan
DPS(KRW),50.0,50.0,nan,nan,nan,nan,nan,nan
PER,62.86,nan,89.9,nan,nan,nan,nan,nan
PBR,2.15,1.47,1.11,nan,1.77,1.43,1.11,nan
Issued Shares,9756.0,9756.0,9756.0,nan,9756.0,9756.0,9756.0,nan
Div Yield,0.5,0.78,nan,nan,nan,nan,nan,nan
