계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5438.0,5227.0,5074.0,nan,1283.0,1290.0,1213.0,nan
Operating Income,285.0,126.0,5.0,nan,19.0,-31.0,-29.0,nan
Oper.Income(Rep.),285.0,126.0,5.0,nan,19.0,-31.0,-29.0,nan
Net Income,106.0,-289.0,-527.0,nan,-129.0,-40.0,-334.0,nan
Net Income(Contr.),107.0,-288.0,-526.0,nan,-129.0,-40.0,-334.0,nan
Net Income(Minor.),-1.0,-1.0,-1.0,nan,-0.0,-0.0,-0.0,nan
Total Assets,8711.0,7903.0,7886.0,nan,7778.0,8113.0,7886.0,nan
Total Liabilities,4893.0,4497.0,4995.0,nan,4563.0,4910.0,4995.0,nan
Total Equity,3819.0,3406.0,2891.0,nan,3214.0,3204.0,2891.0,nan
Net Income(Contr.),3798.0,3387.0,2873.0,nan,3196.0,3186.0,2873.0,nan
Net Income(Minor.),20.0,19.0,18.0,nan,18.0,18.0,18.0,nan
Capital Stock,69.0,69.0,69.0,nan,69.0,69.0,69.0,nan
Total Debt/Equity,128.12,132.02,172.8,nan,141.96,153.26,172.8,nan
Reserve Ratio,5419.11,4822.17,4074.25,nan,4544.41,4528.99,4074.25,nan
Oper.Income Margin,5.24,2.41,0.11,nan,1.45,-2.37,-2.4,nan
Net Income Margin,1.96,-5.51,-10.36,nan,-10.04,-3.09,-27.57,nan
ROA,1.24,-3.48,-6.67,nan,-6.5,-2.02,-16.72,nan
ROE,2.8,-8.02,-16.79,nan,-15.77,-5.0,-44.16,nan
EPS(KRW),776.0,-2092.0,-3819.0,nan,-936.0,-290.0,-2430.0,nan
BPS(KRW),27596.0,24611.0,20871.0,nan,23222.0,23145.0,20871.0,nan
DPS(KRW),400.0,300.0,200.0,nan,nan,nan,200.0,nan
PER,21.58,nan,nan,nan,nan,nan,nan,nan
PBR,0.61,0.58,0.58,nan,0.61,0.59,0.58,nan
Issued Shares,13764.0,13764.0,13764.0,nan,13764.0,13764.0,13764.0,nan
Div Yield,2.39,2.1,1.66,nan,nan,nan,1.66,nan
