계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,431.0,364.0,465.0,nan,122.0,125.0,126.0,nan
Operating Income,124.0,55.0,111.0,nan,34.0,36.0,27.0,nan
Oper.Income(Rep.),124.0,55.0,111.0,nan,34.0,36.0,27.0,nan
Net Income,104.0,60.0,115.0,nan,33.0,26.0,37.0,nan
Net Income(Contr.),103.0,60.0,115.0,nan,33.0,26.0,37.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,-0.0,nan
Total Assets,577.0,570.0,683.0,nan,613.0,641.0,683.0,nan
Total Liabilities,69.0,26.0,57.0,nan,35.0,53.0,57.0,nan
Total Equity,508.0,544.0,626.0,nan,578.0,589.0,626.0,nan
Net Income(Contr.),506.0,542.0,623.0,nan,576.0,586.0,623.0,nan
Net Income(Minor.),2.0,2.0,3.0,nan,3.0,3.0,3.0,nan
Capital Stock,66.0,66.0,66.0,nan,66.0,66.0,66.0,nan
Total Debt/Equity,13.56,4.76,9.14,nan,6.06,8.96,9.14,nan
Reserve Ratio,662.69,723.72,883.82,nan,782.83,817.41,883.82,nan
Oper.Income Margin,28.7,15.21,23.82,nan,27.48,28.6,21.06,nan
Net Income Margin,23.96,16.46,24.65,nan,26.92,20.71,29.56,nan
ROA,19.93,10.49,18.38,nan,22.13,16.71,22.42,nan
ROE,22.51,11.42,19.69,nan,23.62,17.82,24.74,nan
EPS(KRW),778.0,451.0,864.0,nan,248.0,195.0,282.0,nan
BPS(KRW),3813.0,4119.0,4919.0,nan,4414.0,4587.0,4919.0,nan
DPS(KRW),150.0,120.0,170.0,nan,nan,nan,170.0,nan
PER,5.83,7.54,4.27,nan,nan,nan,nan,nan
PBR,1.19,0.83,0.75,nan,0.7,0.82,0.75,nan
Issued Shares,13274.0,13274.0,13274.0,nan,13274.0,13274.0,13274.0,nan
Div Yield,3.3,3.53,4.61,nan,nan,nan,4.61,nan
