계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,13781.0,13324.0,13738.0,nan,3406.0,3547.0,3534.0,nan
Operating Income,381.0,472.0,370.0,nan,135.0,166.0,15.0,nan
Oper.Income(Rep.),381.0,472.0,370.0,nan,135.0,166.0,15.0,nan
Net Income,255.0,325.0,205.0,nan,97.0,33.0,-5.0,nan
Net Income(Contr.),255.0,326.0,205.0,nan,97.0,33.0,-5.0,nan
Net Income(Minor.),-0.0,-1.0,0.0,nan,1.0,1.0,-0.0,nan
Total Assets,12195.0,11854.0,12335.0,nan,12455.0,12232.0,12335.0,nan
Total Liabilities,6817.0,6308.0,6744.0,nan,6811.0,6598.0,6744.0,nan
Total Equity,5377.0,5546.0,5592.0,nan,5645.0,5635.0,5592.0,nan
Net Income(Contr.),5375.0,5543.0,5583.0,nan,5639.0,5627.0,5583.0,nan
Net Income(Minor.),2.0,2.0,9.0,nan,5.0,7.0,9.0,nan
Capital Stock,481.0,481.0,481.0,nan,481.0,481.0,481.0,nan
Total Debt/Equity,126.79,113.74,120.61,nan,120.65,117.09,120.61,nan
Reserve Ratio,1017.71,1052.73,1073.08,nan,1072.68,1076.32,1073.08,nan
Oper.Income Margin,2.76,3.54,2.69,nan,3.96,4.69,0.42,nan
Net Income Margin,1.85,2.44,1.49,nan,2.83,0.92,-0.14,nan
ROA,2.12,2.7,1.7,nan,3.11,1.08,-0.17,nan
ROE,4.87,5.97,3.68,nan,6.92,2.32,-0.36,nan
EPS(KRW),266.0,339.0,213.0,nan,100.0,34.0,-5.0,nan
BPS(KRW),5589.0,5764.0,5865.0,nan,5863.0,5882.0,5865.0,nan
DPS(KRW),120.0,115.0,120.0,nan,nan,nan,120.0,nan
PER,9.58,9.39,12.53,nan,nan,nan,nan,nan
PBR,0.46,0.55,0.46,nan,0.53,0.5,0.46,nan
Issued Shares,89697.0,89697.0,89697.0,nan,89697.0,89697.0,89697.0,nan
Div Yield,4.72,3.62,4.49,nan,nan,nan,4.49,nan
