계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,28,49,95.0,nan,nan,nan,nan,nan
Operating Income,-58,-52,-36.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-58,-52,-36.0,nan,nan,nan,0.0,nan
Net Income,-57,-75,29.0,nan,nan,nan,nan,nan
Net Income(Contr.),-57,-75,29.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,321,296,588.0,nan,nan,nan,588.0,nan
Total Liabilities,324,355,137.0,nan,nan,nan,137.0,nan
Total Equity,-3,-59,452.0,nan,nan,nan,452.0,nan
Net Income(Contr.),-3,-59,452.0,nan,nan,nan,452.0,nan
Net Income(Minor.),0,0,0.0,nan,nan,nan,0.0,nan
Capital Stock,31,32,40.0,nan,nan,nan,40.0,nan
Total Debt/Equity,Completely Impaired capital,Completely Impaired capital,30.21,nan,nan,nan,30.21,nan
Reserve Ratio,nan,nan,1017.67,nan,nan,nan,1017.67,nan
Oper.Income Margin,-206.37,-107.05,-37.46,nan,nan,nan,nan,nan
Net Income Margin,-205.07,-154.06,29.97,nan,nan,nan,nan,nan
ROA,-15.95,-24.35,6.46,nan,nan,nan,nan,nan
ROE,-237.35,Completely Impaired capital,14.56,nan,nan,nan,nan,nan
EPS(KRW),-838,-1089,387.0,nan,nan,nan,0.0,nan
BPS(KRW),-37,-846,5588.0,nan,nan,nan,5588.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,106.04,nan,nan,nan,nan,nan
PBR,nan,nan,7.34,nan,nan,nan,7.34,nan
Issued Shares,6220,6348,8087.0,nan,nan,nan,8087.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
