계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1549.0,1095.0,673.0,nan,193.0,213.0,197.0,nan
Operating Income,255.0,-17.0,-168.0,nan,-29.0,-21.0,-34.0,nan
Oper.Income(Rep.),255.0,-17.0,-168.0,nan,-29.0,-21.0,-34.0,nan
Net Income,293.0,35.0,-71.0,nan,-10.0,-35.0,26.0,nan
Net Income(Contr.),293.0,35.0,-71.0,nan,-10.0,-35.0,26.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1709.0,1553.0,1492.0,nan,1540.0,1475.0,1492.0,nan
Total Liabilities,381.0,220.0,232.0,nan,277.0,247.0,232.0,nan
Total Equity,1329.0,1333.0,1260.0,nan,1262.0,1227.0,1260.0,nan
Net Income(Contr.),1329.0,1333.0,1260.0,nan,1262.0,1227.0,1260.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,43.0,44.0,44.0,nan,44.0,44.0,44.0,nan
Total Debt/Equity,28.65,16.54,18.4,nan,21.97,20.13,18.4,nan
Reserve Ratio,3180.15,3109.23,2945.17,nan,2763.47,2870.82,2945.17,nan
Oper.Income Margin,16.48,-1.59,-24.99,nan,-15.01,-9.87,-17.18,nan
Net Income Margin,18.92,3.23,-10.62,nan,-5.4,-16.46,13.1,nan
ROA,17.67,2.17,-4.69,nan,-2.62,-9.3,6.96,nan
ROE,24.73,2.66,-5.51,nan,-3.29,-11.26,8.3,nan
EPS(KRW),3322.0,401.0,-810.0,nan,-118.0,-397.0,293.0,nan
BPS(KRW),15971.0,16046.0,15226.0,nan,14317.0,14854.0,15226.0,nan
DPS(KRW),291.0,100.0,nan,nan,nan,nan,nan,nan
PER,5.31,87.34,nan,nan,nan,nan,nan,nan
PBR,1.11,2.18,1.29,nan,1.6,1.4,1.29,nan
Issued Shares,8818.0,8818.0,8818.0,nan,8818.0,8818.0,8818.0,nan
Div Yield,1.65,0.29,nan,nan,nan,nan,nan,nan
