계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,658.0,901.0,862.0,nan,182.0,231.0,266.0,nan
Operating Income,-132.0,-80.0,-42.0,nan,4.0,-11.0,-21.0,nan
Oper.Income(Rep.),-132.0,-80.0,-42.0,nan,4.0,-11.0,-21.0,nan
Net Income,-176.0,-83.0,-67.0,nan,4.0,-9.0,-41.0,nan
Net Income(Contr.),-176.0,-83.0,-66.0,nan,4.0,-9.0,-41.0,nan
Net Income(Minor.),-0.0,-0.0,-0.0,nan,-0.0,0.0,-0.0,nan
Total Assets,956.0,1118.0,1184.0,nan,1047.0,990.0,1184.0,nan
Total Liabilities,512.0,758.0,876.0,nan,701.0,645.0,876.0,nan
Total Equity,444.0,360.0,308.0,nan,346.0,344.0,308.0,nan
Net Income(Contr.),443.0,359.0,307.0,nan,345.0,343.0,307.0,nan
Net Income(Minor.),1.0,1.0,1.0,nan,1.0,1.0,1.0,nan
Capital Stock,76.0,77.0,77.0,nan,77.0,77.0,77.0,nan
Total Debt/Equity,115.35,210.37,284.16,nan,202.84,187.6,284.16,nan
Reserve Ratio,548.07,431.51,364.15,nan,412.59,410.55,364.15,nan
Oper.Income Margin,-20.04,-8.89,-4.85,nan,2.31,-4.65,-7.81,nan
Net Income Margin,-26.74,-9.18,-7.69,nan,2.1,-3.79,-15.29,nan
ROA,-15.55,-7.98,-5.78,nan,1.41,-3.44,-15.04,nan
ROE,-34.43,-20.61,-19.89,nan,4.46,-10.17,-50.0,nan
EPS(KRW),-1157.0,-537.0,-431.0,nan,25.0,-57.0,-264.0,nan
BPS(KRW),3240.0,2658.0,2321.0,nan,2563.0,2553.0,2321.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.67,1.89,1.2,nan,1.32,1.41,1.2,nan
Issued Shares,15208.0,15393.0,15393.0,nan,15393.0,15393.0,15393.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
