계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,99.0,37.0,91.0,nan,3.0,26.0,39.0,nan
Operating Income,-49.0,-69.0,-53.0,nan,-19.0,-12.0,-3.0,nan
Oper.Income(Rep.),-49.0,-69.0,-53.0,nan,-19.0,-12.0,-3.0,nan
Net Income,-45.0,-65.0,-52.0,nan,-19.0,-11.0,-3.0,nan
Net Income(Contr.),-45.0,-65.0,-52.0,nan,-19.0,-11.0,-3.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,288.0,180.0,134.0,nan,140.0,138.0,134.0,nan
Total Liabilities,81.0,32.0,38.0,nan,29.0,39.0,38.0,nan
Total Equity,207.0,148.0,96.0,nan,111.0,99.0,96.0,nan
Net Income(Contr.),207.0,148.0,96.0,nan,111.0,99.0,96.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,30.0,30.0,30.0,nan,30.0,30.0,30.0,nan
Total Debt/Equity,38.94,21.62,39.54,nan,26.37,39.44,39.54,nan
Reserve Ratio,587.83,386.33,215.14,nan,263.08,225.58,215.14,nan
Oper.Income Margin,-49.78,-188.64,-58.12,nan,-547.07,-44.21,-7.32,nan
Net Income Margin,-45.92,-176.31,-57.04,nan,-537.66,-44.04,-6.52,nan
ROA,-15.11,-27.59,-33.02,nan,-49.01,-32.96,-7.38,nan
ROE,-20.08,-36.35,-42.49,nan,-62.34,-43.68,-10.3,nan
EPS(KRW),-754.0,-1063.0,-851.0,nan,-307.0,-188.0,-41.0,nan
BPS(KRW),3439.0,2432.0,1576.0,nan,1815.0,1628.0,1576.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.9,4.31,3.62,nan,5.47,4.27,3.62,nan
Issued Shares,6027.0,6092.0,6092.0,nan,6092.0,6092.0,6092.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
