계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,74,105.0,72.0,nan,nan,nan,nan,nan
Operating Income,-93,-118.0,-157.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-93,-118.0,-157.0,nan,nan,nan,0.0,nan
Net Income,-456,-51.0,-152.0,nan,nan,nan,nan,nan
Net Income(Contr.),-456,-51.0,-152.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,547,440.0,557.0,nan,nan,nan,557.0,nan
Total Liabilities,786,60.0,76.0,nan,nan,nan,76.0,nan
Total Equity,-238,380.0,482.0,nan,nan,nan,482.0,nan
Net Income(Contr.),-238,380.0,482.0,nan,nan,nan,482.0,nan
Net Income(Minor.),0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,1,44.0,54.0,nan,nan,nan,54.0,nan
Total Debt/Equity,Completely Impaired capital,15.69,15.73,nan,nan,nan,15.73,nan
Reserve Ratio,nan,760.94,794.81,nan,nan,nan,794.81,nan
Oper.Income Margin,-126.44,-111.68,-217.54,nan,nan,nan,nan,nan
Net Income Margin,-618.50,-48.01,-210.97,nan,nan,nan,nan,nan
ROA,-97.66,-10.24,-30.5,nan,nan,nan,nan,nan
ROE,Completely Impaired capital,-71.27,-35.3,nan,nan,nan,nan,nan
EPS(KRW),-483,-48.0,-1598.0,nan,nan,nan,0.0,nan
BPS(KRW),-225,4305.0,4474.0,nan,nan,nan,4474.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,nan,3.87,nan,nan,nan,3.87,nan
Issued Shares,4777,7736.0,10766.0,nan,nan,nan,10766.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
