계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,11738.0,9968.0,10467.0,9865.0,2750.0,3313.0,2308.0,1963.0
Operating Income,1856.0,583.0,-192.0,312.0,96.0,-253.0,86.0,-145.0
Oper.Income(Rep.),1856.0,583.0,-192.0,nan,96.0,-253.0,86.0,nan
Net Income,1566.0,472.0,338.0,309.0,49.0,-215.0,374.0,-121.0
Net Income(Contr.),1525.0,463.0,338.0,278.0,50.0,-215.0,374.0,-92.0
Net Income(Minor.),40.0,9.0,-1.0,nan,-1.0,0.0,-1.0,nan
Total Assets,14079.0,13464.0,15124.0,15294.0,15520.0,14786.0,15124.0,nan
Total Liabilities,5346.0,4653.0,6059.0,6056.0,6591.0,6081.0,6059.0,nan
Total Equity,8733.0,8811.0,9064.0,9238.0,8929.0,8706.0,9064.0,nan
Net Income(Contr.),8209.0,8789.0,9042.0,9216.0,8903.0,8683.0,9042.0,nan
Net Income(Minor.),524.0,23.0,22.0,22.0,26.0,23.0,22.0,nan
Capital Stock,913.0,928.0,928.0,929.0,928.0,928.0,928.0,nan
Total Debt/Equity,61.22,52.81,66.85,65.55,73.82,69.85,66.85,nan
Reserve Ratio,816.17,847.58,874.92,nan,859.9,836.2,874.92,nan
Oper.Income Margin,15.81,5.85,-1.83,3.17,3.48,-7.64,3.73,-7.37
Net Income Margin,13.0,4.65,3.23,2.82,1.82,-6.5,16.22,-4.7
ROA,10.91,3.43,2.36,2.03,1.26,-5.67,9.99,-3.2
ROE,20.64,5.45,3.8,3.04,2.26,-9.79,16.89,-4.08
EPS(KRW),8357.0,2534.0,1824.0,1497.0,270.0,-1160.0,2017.0,-498.0
BPS(KRW),45809.0,47379.0,48746.0,49684.0,47995.0,46810.0,48746.0,nan
DPS(KRW),1000.0,500.0,nan,463.0,nan,nan,nan,nan
PER,4.13,11.54,12.14,12.31,nan,nan,nan,nan
PBR,0.75,0.62,0.45,0.37,0.38,0.33,0.45,nan
Issued Shares,18253.0,18551.0,18551.0,nan,18551.0,18551.0,18551.0,nan
Div Yield,2.89,1.71,nan,nan,nan,nan,nan,nan
