계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1150.0,1738.0,1632.0,nan,323.0,495.0,559.0,nan
Operating Income,20.0,-188.0,71.0,nan,21.0,21.0,16.0,nan
Oper.Income(Rep.),20.0,-188.0,71.0,nan,21.0,21.0,16.0,nan
Net Income,25.0,-187.0,114.0,nan,30.0,1.0,54.0,nan
Net Income(Contr.),25.0,-187.0,114.0,nan,30.0,1.0,54.0,nan
Net Income(Minor.),nan,nan,0.0,nan,0.0,0.0,0.0,nan
Total Assets,1099.0,818.0,1096.0,nan,994.0,1012.0,1096.0,nan
Total Liabilities,397.0,331.0,497.0,nan,449.0,466.0,497.0,nan
Total Equity,702.0,487.0,599.0,nan,545.0,546.0,599.0,nan
Net Income(Contr.),702.0,487.0,599.0,nan,545.0,546.0,599.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,100.0,100.0,100.0,nan,100.0,100.0,100.0,nan
Total Debt/Equity,56.52,68.1,83.05,nan,82.31,85.28,83.05,nan
Reserve Ratio,615.87,415.65,527.42,nan,474.27,475.12,527.42,nan
Oper.Income Margin,1.75,-10.82,4.32,nan,6.46,4.32,2.9,nan
Net Income Margin,2.15,-10.73,6.99,nan,9.22,0.29,9.66,nan
ROA,2.44,-19.46,11.93,nan,11.99,0.56,20.5,nan
ROE,3.55,-31.37,21.04,nan,22.49,1.04,37.74,nan
EPS(KRW),123.0,-931.0,570.0,nan,149.0,7.0,270.0,nan
BPS(KRW),3579.0,2578.0,3137.0,nan,2871.0,2876.0,3137.0,nan
DPS(KRW),70.0,nan,nan,nan,nan,nan,nan,nan
PER,46.24,nan,6.62,nan,nan,nan,nan,nan
PBR,1.59,2.11,1.2,nan,1.75,1.8,1.2,nan
Issued Shares,20034.0,20034.0,20034.0,nan,20034.0,20034.0,20034.0,nan
Div Yield,1.23,nan,nan,nan,nan,nan,nan,nan
