계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,207.0,195.0,217.0,nan,65.0,72.0,nan,nan
Operating Income,4.0,-4.0,-32.0,nan,-12.0,-17.0,nan,nan
Oper.Income(Rep.),4.0,-4.0,-32.0,nan,-12.0,-17.0,0.0,nan
Net Income,-23.0,-13.0,-104.0,nan,-24.0,-38.0,nan,nan
Net Income(Contr.),-23.0,-13.0,-104.0,nan,-24.0,-38.0,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,276.0,257.0,353.0,nan,331.0,432.0,353.0,nan
Total Liabilities,36.0,32.0,142.0,nan,50.0,189.0,142.0,nan
Total Equity,239.0,224.0,211.0,nan,282.0,244.0,211.0,nan
Net Income(Contr.),239.0,224.0,211.0,nan,282.0,244.0,211.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,16.0,16.0,23.0,nan,23.0,23.0,23.0,nan
Total Debt/Equity,15.22,14.46,67.07,nan,17.64,77.29,67.07,nan
Reserve Ratio,1421.83,1326.18,825.39,nan,1133.35,968.72,825.39,nan
Oper.Income Margin,2.05,-1.84,-14.81,nan,-17.81,-23.96,nan,nan
Net Income Margin,-10.93,-6.76,-47.68,nan,-37.67,-52.68,nan,nan
ROA,-8.9,-4.95,-34.03,nan,nan,-39.64,0.0,nan
ROE,-10.33,-5.69,-47.63,nan,nan,-57.61,0.0,nan
EPS(KRW),-160.0,-84.0,-499.0,nan,-113.0,-166.0,0.0,nan
BPS(KRW),1522.0,1426.0,925.0,nan,1233.0,1069.0,925.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.3,1.18,2.8,nan,2.48,2.31,2.8,nan
Issued Shares,15730.0,15730.0,22839.0,nan,22839.0,22839.0,22839.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
