계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,674.0,662.0,538.0,nan,155.0,145.0,106.0,nan
Operating Income,25.0,23.0,-80.0,nan,6.0,1.0,-69.0,nan
Oper.Income(Rep.),25.0,23.0,-80.0,nan,6.0,1.0,-69.0,nan
Net Income,88.0,4.0,-109.0,nan,12.0,-11.0,-106.0,nan
Net Income(Contr.),88.0,4.0,-108.0,nan,12.0,-10.0,-105.0,nan
Net Income(Minor.),nan,nan,-1.0,nan,-0.0,-0.0,-0.0,nan
Total Assets,1123.0,1177.0,1054.0,nan,1171.0,1142.0,1054.0,nan
Total Liabilities,466.0,551.0,543.0,nan,547.0,530.0,543.0,nan
Total Equity,657.0,626.0,511.0,nan,624.0,612.0,511.0,nan
Net Income(Contr.),657.0,624.0,510.0,nan,621.0,610.0,510.0,nan
Net Income(Minor.),0.0,2.0,2.0,nan,2.0,2.0,2.0,nan
Capital Stock,296.0,296.0,296.0,nan,296.0,296.0,296.0,nan
Total Debt/Equity,70.94,87.96,106.17,nan,87.73,86.56,106.17,nan
Reserve Ratio,130.37,129.55,95.78,nan,133.56,129.77,95.78,nan
Oper.Income Margin,3.77,3.41,-14.92,nan,4.17,0.52,-64.75,nan
Net Income Margin,13.03,0.66,-20.1,nan,7.98,-7.2,-99.61,nan
ROA,7.16,0.38,-9.81,nan,4.21,-3.72,-38.52,nan
ROE,14.35,0.68,-19.08,nan,7.97,-6.78,-75.35,nan
EPS(KRW),148.0,7.0,-183.0,nan,21.0,-18.0,-178.0,nan
BPS(KRW),1152.0,1148.0,979.0,nan,1168.0,1149.0,979.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,9.13,224.46,nan,nan,nan,nan,nan,nan
PBR,1.18,1.45,1.27,nan,1.42,1.13,1.27,nan
Issued Shares,59181.0,59181.0,59181.0,nan,59181.0,59181.0,59181.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
