계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,416.0,566.0,574.0,nan,161.0,170.0,120.0,nan
Operating Income,48.0,21.0,36.0,nan,13.0,14.0,4.0,nan
Oper.Income(Rep.),48.0,21.0,36.0,nan,13.0,14.0,4.0,nan
Net Income,73.0,22.0,45.0,nan,15.0,10.0,12.0,nan
Net Income(Contr.),78.0,25.0,50.0,nan,16.0,11.0,13.0,nan
Net Income(Minor.),-5.0,-3.0,-4.0,nan,-1.0,-1.0,-1.0,nan
Total Assets,752.0,760.0,832.0,nan,817.0,825.0,832.0,nan
Total Liabilities,89.0,78.0,107.0,nan,113.0,110.0,107.0,nan
Total Equity,664.0,682.0,725.0,nan,704.0,715.0,725.0,nan
Net Income(Contr.),728.0,750.0,800.0,nan,775.0,787.0,800.0,nan
Net Income(Minor.),-65.0,-68.0,-75.0,nan,-71.0,-72.0,-75.0,nan
Capital Stock,422.0,422.0,422.0,nan,422.0,422.0,422.0,nan
Total Debt/Equity,13.35,11.48,14.75,nan,16.1,15.38,14.75,nan
Reserve Ratio,72.76,77.82,89.68,nan,83.84,86.64,89.68,nan
Oper.Income Margin,11.46,3.75,6.2,nan,7.87,8.31,3.47,nan
Net Income Margin,18.85,4.42,8.68,nan,9.67,6.44,10.89,nan
ROA,10.35,2.91,5.7,nan,7.23,4.75,5.7,nan
ROE,11.43,3.39,6.43,nan,8.13,5.59,6.6,nan
EPS(KRW),93.0,30.0,59.0,nan,18.0,13.0,16.0,nan
BPS(KRW),864.0,889.0,948.0,nan,919.0,933.0,948.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,11.09,43.83,17.29,nan,nan,nan,nan,nan
PBR,1.19,1.46,1.08,nan,1.33,1.36,1.08,nan
Issued Shares,84448.0,84448.0,84448.0,nan,84448.0,84448.0,84448.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
