계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2617.0,2130.0,2156.0,nan,nan,nan,nan,nan
Operating Income,264.0,235.0,195.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),264.0,235.0,195.0,nan,nan,nan,0.0,nan
Net Income,289.0,129.0,-283.0,nan,nan,nan,nan,nan
Net Income(Contr.),289.0,129.0,-283.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2594.0,2630.0,2247.0,nan,nan,nan,2247.0,nan
Total Liabilities,763.0,678.0,594.0,nan,nan,nan,594.0,nan
Total Equity,1831.0,1952.0,1653.0,nan,nan,nan,1653.0,nan
Net Income(Contr.),1831.0,1952.0,1653.0,nan,nan,nan,1653.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,72.0,72.0,72.0,nan,nan,nan,72.0,nan
Total Debt/Equity,41.67,34.73,35.95,nan,nan,nan,35.95,nan
Reserve Ratio,2442.99,2611.08,2195.34,nan,nan,nan,2195.34,nan
Oper.Income Margin,10.08,11.03,9.05,nan,nan,nan,nan,nan
Net Income Margin,11.05,6.08,-13.13,nan,nan,nan,nan,nan
ROA,11.54,4.96,-11.61,nan,nan,nan,nan,nan
ROE,17.17,6.84,-15.7,nan,nan,nan,nan,nan
EPS(KRW),2009.0,899.0,-1965.0,nan,nan,nan,0.0,nan
BPS(KRW),12715.0,13555.0,11477.0,nan,nan,nan,11477.0,nan
DPS(KRW),60.0,60.0,100.0,nan,nan,nan,100.0,nan
PER,2.38,4.65,nan,nan,nan,nan,nan,nan
PBR,0.38,0.31,0.31,nan,nan,nan,0.31,nan
Issued Shares,14400.0,14400.0,14400.0,nan,nan,nan,14400.0,nan
Div Yield,1.26,1.44,2.77,nan,nan,nan,2.77,nan
