계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,10149.0,11320.0,13332.0,14812.0,3245.0,3569.0,3469.0,3375.0
Operating Income,379.0,769.0,821.0,1002.0,223.0,225.0,217.0,215.0
Oper.Income(Rep.),379.0,769.0,821.0,nan,223.0,225.0,217.0,nan
Net Income,78.0,559.0,576.0,822.0,170.0,275.0,53.0,169.0
Net Income(Contr.),112.0,580.0,580.0,829.0,173.0,277.0,52.0,nan
Net Income(Minor.),-33.0,-21.0,-4.0,nan,-2.0,-1.0,1.0,nan
Total Assets,17315.0,19571.0,20305.0,21053.0,20342.0,20359.0,20305.0,nan
Total Liabilities,7328.0,9298.0,9665.0,9708.0,9901.0,9671.0,9665.0,nan
Total Equity,9987.0,10273.0,10639.0,11345.0,10441.0,10688.0,10639.0,nan
Net Income(Contr.),9820.0,10125.0,10496.0,11223.0,10297.0,10545.0,10496.0,nan
Net Income(Minor.),167.0,148.0,143.0,121.0,144.0,143.0,143.0,nan
Capital Stock,317.0,317.0,317.0,319.0,317.0,317.0,317.0,nan
Total Debt/Equity,73.38,90.51,90.85,85.57,94.83,90.48,90.85,nan
Reserve Ratio,3019.85,3115.87,3232.87,nan,3170.01,3248.27,3232.87,nan
Oper.Income Margin,3.73,6.79,6.16,6.76,6.88,6.32,6.25,6.36
Net Income Margin,1.1,5.12,4.35,5.59,5.32,7.75,1.51,nan
ROA,0.46,3.03,2.89,3.98,3.39,5.41,1.05,3.33
ROE,1.15,5.82,5.63,7.63,6.76,10.62,1.99,nan
EPS(KRW),1706.0,8872.0,8877.0,12678.0,2642.0,4233.0,802.0,nan
BPS(KRW),151517.0,156181.0,161863.0,172988.0,158810.0,162611.0,161863.0,nan
DPS(KRW),1456.0,2136.0,1650.0,1633.0,680.0,nan,971.0,nan
PER,57.79,11.06,12.02,7.69,nan,nan,nan,nan
PBR,0.65,0.63,0.66,0.56,0.64,0.7,0.66,nan
Issued Shares,6536.0,6536.0,6536.0,nan,6536.0,6536.0,6536.0,nan
Div Yield,1.48,2.18,1.55,nan,0.66,nan,0.91,nan
