계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,605.0,515.0,1049.0,nan,285.0,208.0,366.0,nan
Operating Income,23.0,-30.0,5.0,nan,3.0,-3.0,12.0,nan
Oper.Income(Rep.),23.0,-30.0,5.0,nan,3.0,-3.0,12.0,nan
Net Income,1.0,-102.0,135.0,nan,-8.0,2.0,148.0,nan
Net Income(Contr.),1.0,-102.0,135.0,nan,-9.0,2.0,149.0,nan
Net Income(Minor.),0.0,1.0,-0.0,nan,0.0,0.0,-1.0,nan
Total Assets,1394.0,1542.0,4058.0,nan,2796.0,3729.0,4058.0,nan
Total Liabilities,599.0,534.0,1841.0,nan,1790.0,1658.0,1841.0,nan
Total Equity,795.0,1009.0,2216.0,nan,1006.0,2072.0,2216.0,nan
Net Income(Contr.),793.0,1006.0,2214.0,nan,1004.0,2068.0,2214.0,nan
Net Income(Minor.),3.0,3.0,2.0,nan,3.0,3.0,2.0,nan
Capital Stock,53.0,57.0,89.0,nan,57.0,89.0,89.0,nan
Total Debt/Equity,75.36,52.88,83.07,nan,177.81,80.03,83.07,nan
Reserve Ratio,1402.02,1669.46,2398.53,nan,1659.31,2234.58,2398.53,nan
Oper.Income Margin,3.72,-5.77,0.46,nan,1.0,-1.67,3.25,nan
Net Income Margin,0.12,-19.83,12.91,nan,-2.99,0.85,40.71,nan
ROA,0.07,-6.91,4.83,nan,-1.3,0.25,15.2,nan
ROE,0.09,-11.35,8.41,nan,-3.4,0.46,27.8,nan
EPS(KRW),5.0,-706.0,847.0,nan,-59.0,10.0,837.0,nan
BPS(KRW),5929.0,6985.0,12493.0,nan,6944.0,11673.0,12493.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,3665.2,nan,25.85,nan,nan,nan,nan,nan
PBR,3.23,2.52,1.75,nan,6.37,3.86,1.75,nan
Issued Shares,13438.0,14460.0,17786.0,nan,14510.0,17786.0,17786.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
