계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2097.0,1914.0,1818.0,nan,nan,nan,nan,nan
Operating Income,59.0,24.0,1.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),59.0,24.0,1.0,nan,nan,nan,0.0,nan
Net Income,71.0,36.0,23.0,nan,nan,nan,nan,nan
Net Income(Contr.),71.0,36.0,23.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1536.0,1561.0,1531.0,nan,nan,nan,1531.0,nan
Total Liabilities,276.0,236.0,214.0,nan,nan,nan,214.0,nan
Total Equity,1260.0,1325.0,1317.0,nan,nan,nan,1317.0,nan
Net Income(Contr.),1260.0,1325.0,1317.0,nan,nan,nan,1317.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,100.0,100.0,100.0,nan,nan,nan,100.0,nan
Total Debt/Equity,21.91,17.84,16.27,nan,nan,nan,16.27,nan
Reserve Ratio,1160.08,1224.59,1216.8,nan,nan,nan,1216.8,nan
Oper.Income Margin,2.82,1.26,0.05,nan,nan,nan,nan,nan
Net Income Margin,3.39,1.89,1.28,nan,nan,nan,nan,nan
ROA,4.67,2.34,1.51,nan,nan,nan,nan,nan
ROE,5.76,2.8,1.77,nan,nan,nan,nan,nan
EPS(KRW),355.0,181.0,117.0,nan,nan,nan,0.0,nan
BPS(KRW),6300.0,6623.0,6584.0,nan,nan,nan,6584.0,nan
DPS(KRW),75.0,75.0,75.0,nan,nan,nan,75.0,nan
PER,9.02,23.45,20.52,nan,nan,nan,nan,nan
PBR,0.51,0.64,0.36,nan,nan,nan,0.36,nan
Issued Shares,20000.0,20000.0,20000.0,nan,nan,nan,20000.0,nan
Div Yield,2.34,1.76,3.13,nan,nan,nan,3.13,nan
