계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1094.0,1164.0,1375.0,nan,434.0,344.0,306.0,nan
Operating Income,98.0,146.0,174.0,nan,68.0,53.0,13.0,nan
Oper.Income(Rep.),98.0,146.0,174.0,nan,68.0,53.0,13.0,nan
Net Income,3.0,-37.0,124.0,nan,45.0,43.0,9.0,nan
Net Income(Contr.),1.0,-38.0,125.0,nan,45.0,43.0,9.0,nan
Net Income(Minor.),2.0,2.0,-1.0,nan,-0.0,0.0,-1.0,nan
Total Assets,1951.0,1915.0,1901.0,nan,1907.0,1858.0,1901.0,nan
Total Liabilities,598.0,633.0,536.0,nan,600.0,507.0,536.0,nan
Total Equity,1353.0,1281.0,1365.0,nan,1307.0,1350.0,1365.0,nan
Net Income(Contr.),1320.0,1246.0,1331.0,nan,1272.0,1316.0,1331.0,nan
Net Income(Minor.),33.0,35.0,34.0,nan,35.0,35.0,34.0,nan
Capital Stock,46.0,46.0,46.0,nan,46.0,46.0,46.0,nan
Total Debt/Equity,44.21,49.43,39.26,nan,45.94,37.58,39.26,nan
Reserve Ratio,3053.9,2894.77,3078.3,nan,2950.67,3045.14,3078.3,nan
Oper.Income Margin,8.93,12.53,12.65,nan,15.7,15.52,4.17,nan
Net Income Margin,0.07,-3.3,9.11,nan,10.43,12.51,2.98,nan
ROA,0.16,-1.9,6.52,nan,9.52,9.14,1.84,nan
ROE,0.06,-2.99,9.71,nan,14.47,13.29,2.76,nan
EPS(KRW),8.0,-418.0,1362.0,nan,492.0,468.0,99.0,nan
BPS(KRW),15770.0,14974.0,15892.0,nan,15253.0,15726.0,15892.0,nan
DPS(KRW),500.0,600.0,600.0,nan,nan,nan,600.0,nan
PER,1273.81,nan,6.6,nan,nan,nan,nan,nan
PBR,0.68,0.65,0.57,nan,0.6,0.6,0.57,nan
Issued Shares,9191.0,9191.0,9191.0,nan,9191.0,9191.0,9191.0,nan
Div Yield,4.65,6.18,6.67,nan,nan,nan,6.67,nan
