계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,35848.0,34239.0,33179.0,nan,8161.0,7839.0,8161.0,nan
Operating Income,146.0,29.0,-55.0,nan,-23.0,-26.0,-11.0,nan
Oper.Income(Rep.),146.0,29.0,-55.0,nan,-23.0,-26.0,-11.0,nan
Net Income,3389.0,-60.0,-260.0,nan,-212.0,-28.0,-40.0,nan
Net Income(Contr.),3267.0,-158.0,-404.0,nan,-248.0,-57.0,-88.0,nan
Net Income(Minor.),121.0,98.0,144.0,nan,36.0,30.0,48.0,nan
Total Assets,17694.0,18976.0,17380.0,nan,17790.0,16836.0,17380.0,nan
Total Liabilities,8872.0,10636.0,9559.0,nan,9788.0,8893.0,9559.0,nan
Total Equity,8822.0,8339.0,7820.0,nan,8001.0,7942.0,7820.0,nan
Net Income(Contr.),5894.0,5503.0,4982.0,nan,5228.0,5164.0,4982.0,nan
Net Income(Minor.),2928.0,2836.0,2839.0,nan,2774.0,2778.0,2839.0,nan
Capital Stock,418.0,418.0,418.0,nan,418.0,418.0,418.0,nan
Total Debt/Equity,100.56,127.54,122.23,nan,122.33,111.97,122.23,nan
Reserve Ratio,1348.42,1251.73,1124.25,nan,1185.72,1170.53,1124.25,nan
Oper.Income Margin,0.41,0.08,-0.17,nan,-0.29,-0.33,-0.13,nan
Net Income Margin,9.11,-0.46,-1.22,nan,-3.04,-0.73,-1.08,nan
ROA,19.8,-0.33,-1.43,nan,-4.71,-0.64,-0.94,nan
ROE,74.59,-2.78,-7.7,nan,-18.54,-4.4,-6.95,nan
EPS(KRW),20903.0,-1032.0,-2787.0,nan,-1708.0,-394.0,-613.0,nan
BPS(KRW),38959.0,38861.0,37386.0,nan,36963.0,36527.0,37386.0,nan
DPS(KRW),200.0,200.0,200.0,nan,nan,nan,200.0,nan
PER,0.72,nan,nan,nan,nan,nan,nan,nan
PBR,0.38,0.34,0.32,nan,0.39,0.33,0.32,nan
Issued Shares,15528.0,14528.0,13677.0,nan,14528.0,14528.0,13677.0,nan
Div Yield,1.34,1.5,1.66,nan,nan,nan,1.66,nan
