계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,6618.0,7378.0,7527.0,nan,2083.0,1818.0,1828.0,nan
Operating Income,121.0,358.0,219.0,nan,117.0,31.0,-12.0,nan
Oper.Income(Rep.),121.0,358.0,219.0,nan,117.0,31.0,-12.0,nan
Net Income,35.0,219.0,132.0,nan,69.0,-26.0,43.0,nan
Net Income(Contr.),15.0,154.0,95.0,nan,56.0,-23.0,35.0,nan
Net Income(Minor.),20.0,65.0,37.0,nan,13.0,-3.0,8.0,nan
Total Assets,9452.0,9637.0,9824.0,nan,9498.0,9451.0,9824.0,nan
Total Liabilities,4655.0,4655.0,4618.0,nan,4371.0,4372.0,4618.0,nan
Total Equity,4798.0,4981.0,5206.0,nan,5127.0,5078.0,5206.0,nan
Net Income(Contr.),3656.0,3790.0,4004.0,nan,3917.0,3873.0,4004.0,nan
Net Income(Minor.),1142.0,1191.0,1202.0,nan,1209.0,1206.0,1202.0,nan
Capital Stock,100.0,100.0,100.0,nan,100.0,100.0,100.0,nan
Total Debt/Equity,97.02,93.46,88.69,nan,85.26,86.09,88.69,nan
Reserve Ratio,3592.35,3726.42,3941.59,nan,3854.28,3809.79,3941.59,nan
Oper.Income Margin,1.83,4.86,2.91,nan,5.6,1.73,-0.65,nan
Net Income Margin,0.23,2.08,1.26,nan,2.69,-1.26,1.89,nan
ROA,0.4,2.29,1.36,nan,2.9,-1.08,1.77,nan
ROE,0.42,4.13,2.43,nan,5.79,-2.36,3.51,nan
EPS(KRW),77.0,771.0,475.0,nan,282.0,-115.0,173.0,nan
BPS(KRW),18462.0,19132.0,20208.0,nan,19771.0,19549.0,20208.0,nan
DPS(KRW),40.0,100.0,100.0,nan,nan,nan,100.0,nan
PER,52.98,7.58,8.56,nan,nan,nan,nan,nan
PBR,0.22,0.31,0.2,nan,0.26,0.24,0.2,nan
Issued Shares,19930.0,19930.0,19930.0,nan,19930.0,19930.0,19930.0,nan
Div Yield,0.98,1.71,2.46,nan,nan,nan,2.46,nan
