계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,36.0,103.0,16.0,nan,nan,nan,nan,nan
Operating Income,-120.0,-105.0,-126.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-120.0,-105.0,-126.0,nan,nan,nan,0.0,nan
Net Income,-114.0,-116.0,-149.0,nan,nan,nan,nan,nan
Net Income(Contr.),-114.0,-116.0,-149.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,557.0,698.0,593.0,nan,nan,nan,593.0,nan
Total Liabilities,95.0,279.0,293.0,nan,nan,nan,293.0,nan
Total Equity,462.0,419.0,300.0,nan,nan,nan,300.0,nan
Net Income(Contr.),462.0,419.0,300.0,nan,nan,nan,300.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,69.0,69.0,69.0,nan,nan,nan,69.0,nan
Total Debt/Equity,20.55,66.69,97.94,nan,nan,nan,97.94,nan
Reserve Ratio,566.92,504.29,331.79,nan,nan,nan,331.79,nan
Oper.Income Margin,-334.43,-102.08,-773.92,nan,nan,nan,nan,nan
Net Income Margin,-318.34,-112.54,-911.85,nan,nan,nan,nan,nan
ROA,-18.82,-18.47,-23.07,nan,nan,nan,nan,nan
ROE,-22.54,-26.32,-41.46,nan,nan,nan,nan,nan
EPS(KRW),-829.0,-836.0,-1074.0,nan,nan,nan,0.0,nan
BPS(KRW),3335.0,3021.0,2159.0,nan,nan,nan,2159.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.4,3.85,2.79,nan,nan,nan,2.79,nan
Issued Shares,13846.0,13855.0,13874.0,nan,nan,nan,13874.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
