계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,19015.0,18545.0,15746.0,nan,3927.0,3747.0,4016.0,nan
Operating Income,188.0,315.0,539.0,nan,138.0,194.0,-26.0,nan
Oper.Income(Rep.),188.0,315.0,539.0,nan,138.0,194.0,-26.0,nan
Net Income,-343.0,-340.0,-702.0,nan,-131.0,422.0,-801.0,nan
Net Income(Contr.),-328.0,-342.0,-707.0,nan,-133.0,420.0,-802.0,nan
Net Income(Minor.),-16.0,2.0,5.0,nan,1.0,2.0,1.0,nan
Total Assets,12232.0,11192.0,11494.0,nan,12032.0,12660.0,11494.0,nan
Total Liabilities,9453.0,8782.0,9868.0,nan,9975.0,10199.0,9868.0,nan
Total Equity,2779.0,2410.0,1626.0,nan,2057.0,2461.0,1626.0,nan
Net Income(Contr.),2638.0,2243.0,1463.0,nan,1889.0,2291.0,1463.0,nan
Net Income(Minor.),141.0,167.0,163.0,nan,168.0,170.0,163.0,nan
Capital Stock,184.0,184.0,184.0,nan,184.0,184.0,184.0,nan
Total Debt/Equity,340.23,364.4,606.84,nan,484.84,414.43,606.84,nan
Reserve Ratio,1397.07,1182.34,757.17,nan,928.71,1208.16,757.17,nan
Oper.Income Margin,0.99,1.7,3.43,nan,3.51,5.18,-0.64,nan
Net Income Margin,-1.72,-1.84,-4.49,nan,-3.37,11.21,-19.97,nan
ROA,-2.94,-2.9,-6.19,nan,-4.37,13.68,-26.52,nan
ROE,-11.68,-14.01,-38.15,nan,-27.1,80.41,-170.97,nan
EPS(KRW),-892.0,-931.0,-1925.0,nan,-361.0,1144.0,-2184.0,nan
BPS(KRW),7485.0,6412.0,4286.0,nan,5144.0,6541.0,4286.0,nan
DPS(KRW),50.0,50.0,50.0,nan,nan,nan,50.0,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.52,0.51,0.51,nan,0.56,0.37,0.51,nan
Issued Shares,36728.0,36728.0,36728.0,nan,36728.0,36728.0,36728.0,nan
Div Yield,1.28,1.54,2.28,nan,nan,nan,2.28,nan
