계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,33771.0,42305.0,45518.0,50790.0,11324.0,10212.0,13595.0,10321.0
Operating Income,1875.0,3249.0,3897.0,4673.0,1096.0,665.0,1199.0,873.0
Oper.Income(Rep.),1875.0,3249.0,3897.0,nan,1096.0,665.0,1199.0,873.0
Net Income,912.0,2077.0,2422.0,3222.0,646.0,351.0,628.0,674.0
Net Income(Contr.),903.0,2060.0,2387.0,3177.0,641.0,336.0,626.0,699.0
Net Income(Minor.),9.0,17.0,35.0,nan,6.0,15.0,1.0,nan
Total Assets,33228.0,37329.0,44852.0,46200.0,39126.0,39937.0,44852.0,nan
Total Liabilities,17735.0,20089.0,25951.0,24976.0,20880.0,21488.0,25951.0,nan
Total Equity,15493.0,17240.0,18901.0,21223.0,18246.0,18449.0,18901.0,nan
Net Income(Contr.),15535.0,17128.0,18388.0,20830.0,18031.0,18235.0,18388.0,nan
Net Income(Minor.),-42.0,113.0,513.0,393.0,215.0,214.0,513.0,nan
Capital Stock,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,nan
Total Debt/Equity,114.47,116.52,137.3,117.68,114.43,116.48,137.3,nan
Reserve Ratio,951.91,1058.09,1133.37,nan,1110.8,1124.34,1133.37,nan
Oper.Income Margin,5.55,7.68,8.56,9.2,9.68,6.51,8.82,nan
Net Income Margin,2.67,4.87,5.24,6.26,5.66,3.29,4.61,6.53
ROA,2.98,5.89,5.9,7.08,6.62,3.55,5.92,nan
ROE,5.95,12.61,13.44,16.2,14.66,7.41,13.68,nan
EPS(KRW),3010.0,6865.0,7957.0,10590.0,2136.0,1120.0,2088.0,2329.0
BPS(KRW),52595.0,57905.0,61669.0,69810.0,60540.0,61217.0,61669.0,nan
DPS(KRW),1100.0,2800.0,2900.0,3068.0,nan,nan,2900.0,nan
PER,18.74,10.66,20.21,16.68,nan,nan,nan,nan
PBR,1.07,1.26,2.61,2.53,3.64,2.67,2.61,nan
Issued Shares,30000.0,30000.0,30000.0,nan,30000.0,30000.0,30000.0,nan
Div Yield,1.95,3.83,1.8,nan,nan,nan,1.8,nan
