계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,618.0,484.0,398.0,nan,109.0,85.0,71.0,nan
Operating Income,-94.0,-10.0,-94.0,nan,-16.0,-11.0,-70.0,nan
Oper.Income(Rep.),-94.0,-10.0,-94.0,nan,-16.0,-11.0,-70.0,nan
Net Income,-93.0,-45.0,-163.0,nan,-1.0,-12.0,-153.0,nan
Net Income(Contr.),-93.0,-45.0,-163.0,nan,-1.0,-12.0,-153.0,nan
Net Income(Minor.),0.0,-0.0,-0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,1189.0,965.0,891.0,nan,1026.0,1091.0,891.0,nan
Total Liabilities,580.0,402.0,487.0,nan,463.0,539.0,487.0,nan
Total Equity,609.0,563.0,404.0,nan,562.0,553.0,404.0,nan
Net Income(Contr.),609.0,563.0,405.0,nan,563.0,553.0,405.0,nan
Net Income(Minor.),0.0,-0.0,-0.0,nan,-0.0,-0.0,-0.0,nan
Capital Stock,33.0,33.0,33.0,nan,33.0,33.0,33.0,nan
Total Debt/Equity,95.19,71.33,120.51,nan,82.41,97.51,120.51,nan
Reserve Ratio,1816.35,1678.78,1199.56,nan,1677.04,1647.39,1199.56,nan
Oper.Income Margin,-15.18,-2.09,-23.58,nan,-14.29,-12.83,-98.45,nan
Net Income Margin,-15.0,-9.3,-41.01,nan,-0.96,-14.1,-214.07,nan
ROA,-7.89,-4.22,-17.59,nan,-0.4,-4.51,-61.72,nan
ROE,-14.16,-7.68,-33.72,nan,-0.74,-8.56,-127.78,nan
EPS(KRW),-1398.0,-680.0,-2464.0,nan,-16.0,-180.0,-2309.0,nan
BPS(KRW),9582.0,8894.0,6498.0,nan,8885.0,8737.0,6498.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.58,0.55,0.46,nan,0.41,0.39,0.46,nan
Issued Shares,6625.0,6625.0,6625.0,nan,6625.0,6625.0,6625.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
