계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,446.0,799.0,983.0,nan,272.0,212.0,207.0,nan
Operating Income,-147.0,-129.0,-37.0,nan,4.0,-34.0,-23.0,nan
Oper.Income(Rep.),-147.0,-129.0,-37.0,nan,4.0,-34.0,-23.0,nan
Net Income,-152.0,-257.0,-90.0,nan,-2.0,-37.0,-53.0,nan
Net Income(Contr.),-115.0,-228.0,-80.0,nan,1.0,-34.0,-50.0,nan
Net Income(Minor.),-37.0,-29.0,-10.0,nan,-2.0,-2.0,-3.0,nan
Total Assets,1202.0,1101.0,1359.0,nan,1321.0,1401.0,1359.0,nan
Total Liabilities,522.0,582.0,409.0,nan,422.0,465.0,409.0,nan
Total Equity,680.0,519.0,951.0,nan,899.0,937.0,951.0,nan
Net Income(Contr.),638.0,494.0,921.0,nan,877.0,906.0,921.0,nan
Net Income(Minor.),42.0,25.0,30.0,nan,22.0,31.0,30.0,nan
Capital Stock,212.0,212.0,244.0,nan,237.0,237.0,244.0,nan
Total Debt/Equity,76.81,111.95,42.97,nan,46.93,49.6,42.97,nan
Reserve Ratio,201.43,133.34,277.62,nan,270.22,281.57,277.62,nan
Oper.Income Margin,-33.06,-16.16,-3.73,nan,1.43,-16.11,-11.3,nan
Net Income Margin,-25.85,-28.56,-8.18,nan,0.27,-16.21,-24.2,nan
ROA,-10.73,-22.28,-7.32,nan,-0.47,-10.76,-15.48,nan
ROE,-13.44,-40.28,-11.36,nan,0.35,-15.4,-21.9,nan
EPS(KRW),-273.0,-538.0,-167.0,nan,2.0,-72.0,-103.0,nan
BPS(KRW),1507.0,1167.0,1888.0,nan,1851.0,1908.0,1888.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.63,4.3,2.16,nan,2.28,2.66,2.16,nan
Issued Shares,42367.0,42380.0,48773.0,nan,47411.0,47490.0,48773.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
