계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2549.0,2161.0,2174.0,nan,698.0,514.0,504.0,nan
Operating Income,2.0,-42.0,-125.0,nan,12.0,-27.0,-103.0,nan
Oper.Income(Rep.),2.0,-42.0,-125.0,nan,12.0,-27.0,-103.0,nan
Net Income,-93.0,-155.0,-274.0,nan,-21.0,-56.0,-158.0,nan
Net Income(Contr.),-93.0,-155.0,-274.0,nan,-21.0,-56.0,-158.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,-0.0,nan
Total Assets,2704.0,3029.0,2946.0,nan,3059.0,2931.0,2946.0,nan
Total Liabilities,1721.0,1955.0,2080.0,nan,2009.0,1964.0,2080.0,nan
Total Equity,983.0,1073.0,866.0,nan,1050.0,967.0,866.0,nan
Net Income(Contr.),1002.0,1092.0,884.0,nan,1069.0,985.0,884.0,nan
Net Income(Minor.),-19.0,-19.0,-18.0,nan,-18.0,-18.0,-18.0,nan
Capital Stock,729.0,729.0,729.0,nan,729.0,729.0,729.0,nan
Total Debt/Equity,175.14,182.13,240.24,nan,191.3,203.09,240.24,nan
Reserve Ratio,39.19,51.62,23.1,nan,48.38,36.98,23.1,nan
Oper.Income Margin,0.08,-1.94,-5.77,nan,1.75,-5.3,-20.35,nan
Net Income Margin,-3.66,-7.16,-12.63,nan,-3.02,-10.88,-31.29,nan
ROA,-3.34,-5.39,-9.18,nan,-2.71,-7.45,-21.48,nan
ROE,-9.03,-14.78,-27.77,nan,-7.86,-21.77,-67.5,nan
EPS(KRW),-139.0,-230.0,-408.0,nan,-31.0,-83.0,-235.0,nan
BPS(KRW),1509.0,1644.0,1334.0,nan,1608.0,1485.0,1334.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.46,0.39,0.52,nan,0.26,0.3,0.52,nan
Issued Shares,67236.0,67236.0,67236.0,nan,67236.0,67236.0,67236.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
