계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1414.0,260.0,703.0,1014.0,197.0,93.0,330.0,133.0
Operating Income,309.0,-110.0,-86.0,148.0,3.0,-22.0,-15.0,1.0
Oper.Income(Rep.),309.0,-110.0,-86.0,nan,3.0,-22.0,-15.0,nan
Net Income,279.0,-70.0,-35.0,168.0,7.0,-29.0,16.0,11.0
Net Income(Contr.),279.0,-70.0,-35.0,168.0,7.0,-29.0,16.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1566.0,1509.0,1657.0,1542.0,1582.0,1568.0,1657.0,nan
Total Liabilities,387.0,288.0,414.0,179.0,343.0,363.0,414.0,nan
Total Equity,1179.0,1222.0,1243.0,1363.0,1240.0,1205.0,1243.0,nan
Net Income(Contr.),1179.0,1222.0,1243.0,1363.0,1240.0,1205.0,1243.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,24.0,24.0,24.0,24.0,24.0,24.0,24.0,nan
Total Debt/Equity,32.84,23.53,33.31,13.13,27.63,30.14,33.31,nan
Reserve Ratio,6009.26,5947.08,5977.99,nan,5965.17,5854.27,5977.99,nan
Oper.Income Margin,21.88,-42.15,-12.24,14.6,1.4,-23.13,-4.42,0.75
Net Income Margin,19.72,-26.82,-4.91,16.58,3.58,-30.58,4.96,nan
ROA,18.45,-4.54,-2.18,10.5,1.81,-7.26,4.05,2.66
ROE,24.03,-5.81,-2.8,12.89,2.31,-9.35,5.34,nan
EPS(KRW),1161.0,-273.0,-135.0,655.0,28.0,-112.0,64.0,nan
BPS(KRW),5737.0,5679.0,5709.0,6177.0,5697.0,5593.0,5709.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,9.13,nan,nan,16.34,nan,nan,nan,nan
PBR,1.85,2.48,1.2,1.73,2.87,1.64,1.2,nan
Issued Shares,23981.0,23981.0,24076.0,nan,24076.0,24076.0,24076.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
