계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4843.0,4563.0,4194.0,nan,1140.0,964.0,1158.0,nan
Operating Income,140.0,204.0,154.0,nan,53.0,42.0,32.0,nan
Oper.Income(Rep.),140.0,204.0,154.0,nan,53.0,42.0,32.0,nan
Net Income,121.0,174.0,143.0,nan,48.0,34.0,24.0,nan
Net Income(Contr.),120.0,170.0,136.0,nan,46.0,33.0,25.0,nan
Net Income(Minor.),0.0,5.0,7.0,nan,2.0,2.0,-1.0,nan
Total Assets,4246.0,4341.0,4297.0,nan,4334.0,4183.0,4297.0,nan
Total Liabilities,739.0,746.0,737.0,nan,739.0,652.0,737.0,nan
Total Equity,3507.0,3595.0,3560.0,nan,3594.0,3532.0,3560.0,nan
Net Income(Contr.),3423.0,3507.0,3527.0,nan,3500.0,3498.0,3527.0,nan
Net Income(Minor.),84.0,88.0,33.0,nan,94.0,34.0,33.0,nan
Capital Stock,120.0,120.0,120.0,nan,120.0,120.0,120.0,nan
Total Debt/Equity,21.09,20.74,20.71,nan,20.57,18.45,20.71,nan
Reserve Ratio,2775.21,2845.48,2861.63,nan,2839.65,2837.79,2861.63,nan
Oper.Income Margin,2.89,4.47,3.68,nan,4.63,4.33,2.72,nan
Net Income Margin,2.48,3.72,3.25,nan,4.0,3.37,2.15,nan
ROA,2.85,4.06,3.32,nan,4.41,3.22,2.29,nan
ROE,3.53,4.9,3.88,nan,5.24,3.72,2.84,nan
EPS(KRW),527.0,744.0,599.0,nan,200.0,143.0,109.0,nan
BPS(KRW),15132.0,15502.0,15587.0,nan,15472.0,15462.0,15587.0,nan
DPS(KRW),400.0,400.0,400.0,nan,nan,nan,400.0,nan
PER,12.86,9.29,10.36,nan,nan,nan,nan,nan
PBR,0.45,0.45,0.4,nan,0.44,0.42,0.4,nan
Issued Shares,22801.0,22801.0,22801.0,nan,22801.0,22801.0,22801.0,nan
Div Yield,5.9,5.79,6.45,nan,nan,nan,6.45,nan
