계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2043.0,1890.0,1898.0,nan,464.0,470.0,508.0,nan
Operating Income,247.0,237.0,275.0,nan,76.0,75.0,76.0,nan
Oper.Income(Rep.),247.0,237.0,275.0,nan,76.0,75.0,76.0,nan
Net Income,181.0,185.0,218.0,nan,57.0,58.0,62.0,nan
Net Income(Contr.),181.0,185.0,218.0,nan,57.0,58.0,62.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2122.0,2234.0,2595.0,nan,2467.0,2502.0,2595.0,nan
Total Liabilities,791.0,730.0,899.0,nan,883.0,861.0,899.0,nan
Total Equity,1331.0,1504.0,1696.0,nan,1584.0,1641.0,1696.0,nan
Net Income(Contr.),1331.0,1504.0,1696.0,nan,1584.0,1641.0,1696.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,88.0,88.0,88.0,nan,88.0,88.0,88.0,nan
Total Debt/Equity,59.38,48.56,53.03,nan,55.77,52.44,53.03,nan
Reserve Ratio,1413.04,1608.63,1826.98,nan,1699.88,1765.24,1826.98,nan
Oper.Income Margin,12.08,12.54,14.5,nan,16.3,16.02,14.98,nan
Net Income Margin,8.87,9.77,11.47,nan,12.23,12.25,12.3,nan
ROA,9.13,8.48,9.01,nan,9.22,9.27,9.8,nan
ROE,14.57,13.03,13.61,nan,14.59,14.28,14.97,nan
EPS(KRW),1030.0,1049.0,1237.0,nan,322.0,327.0,355.0,nan
BPS(KRW),7565.0,8543.0,9635.0,nan,8999.0,9326.0,9635.0,nan
DPS(KRW),60.0,100.0,110.0,nan,nan,nan,110.0,nan
PER,6.02,5.02,4.46,nan,nan,nan,nan,nan
PBR,0.82,0.62,0.57,nan,0.75,0.55,0.57,nan
Issued Shares,17600.0,17600.0,17600.0,nan,17600.0,17600.0,17600.0,nan
Div Yield,0.97,1.9,1.99,nan,nan,nan,1.99,nan
