계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,67458.0,64192.0,60168.0,nan,15948.0,14659.0,14379.0,nan
Operating Income,1961.0,2008.0,992.0,nan,832.0,260.0,-459.0,nan
Oper.Income(Rep.),1961.0,2008.0,992.0,nan,832.0,260.0,-459.0,nan
Net Income,1561.0,1318.0,342.0,nan,554.0,154.0,-604.0,nan
Net Income(Contr.),1233.0,820.0,333.0,nan,359.0,112.0,-317.0,nan
Net Income(Minor.),327.0,498.0,9.0,nan,195.0,42.0,-287.0,nan
Total Assets,59200.0,57894.0,61055.0,nan,60724.0,59718.0,61055.0,nan
Total Liabilities,29154.0,26816.0,29554.0,nan,28838.0,27836.0,29554.0,nan
Total Equity,30046.0,31077.0,31501.0,nan,31886.0,31883.0,31501.0,nan
Net Income(Contr.),20696.0,21488.0,21979.0,nan,22175.0,22149.0,21979.0,nan
Net Income(Minor.),9350.0,9589.0,9522.0,nan,9712.0,9733.0,9522.0,nan
Capital Stock,200.0,200.0,200.0,nan,200.0,200.0,200.0,nan
Total Debt/Equity,97.03,86.29,93.82,nan,90.44,87.31,93.82,nan
Reserve Ratio,10296.78,10693.79,10939.75,nan,11037.46,11024.69,10939.75,nan
Oper.Income Margin,2.91,3.13,1.65,nan,5.22,1.77,-3.19,nan
Net Income Margin,1.83,1.28,0.55,nan,2.25,0.76,-2.2,nan
ROA,2.72,2.25,0.57,nan,3.64,1.02,-4.0,nan
ROE,6.14,3.89,1.53,nan,6.56,2.02,-5.75,nan
EPS(KRW),30831.0,20501.0,8315.0,nan,8973.0,2792.0,-7926.0,nan
BPS(KRW),519839.0,539690.0,551988.0,nan,556873.0,556234.0,551988.0,nan
DPS(KRW),4000.0,4000.0,4000.0,nan,nan,nan,4000.0,nan
PER,3.5,5.27,11.5,nan,nan,nan,nan,nan
PBR,0.21,0.2,0.17,nan,0.19,0.18,0.17,nan
Issued Shares,4000.0,4000.0,4000.0,nan,4000.0,4000.0,4000.0,nan
Div Yield,3.7,3.7,4.18,nan,nan,nan,4.18,nan
