계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2040.0,2177.0,1639.0,nan,353.0,318.0,595.0,nan
Operating Income,109.0,163.0,137.0,nan,32.0,41.0,36.0,nan
Oper.Income(Rep.),109.0,163.0,137.0,nan,32.0,41.0,36.0,nan
Net Income,101.0,128.0,129.0,nan,30.0,36.0,33.0,nan
Net Income(Contr.),101.0,128.0,129.0,nan,30.0,36.0,33.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1609.0,1519.0,1477.0,nan,1469.0,1347.0,1477.0,nan
Total Liabilities,775.0,558.0,409.0,nan,447.0,301.0,409.0,nan
Total Equity,834.0,961.0,1068.0,nan,1022.0,1047.0,1068.0,nan
Net Income(Contr.),834.0,961.0,1068.0,nan,1022.0,1047.0,1068.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,77.0,77.0,95.0,nan,95.0,95.0,95.0,nan
Total Debt/Equity,92.89,58.08,38.31,nan,43.68,28.74,38.31,nan
Reserve Ratio,1149.19,1311.82,1159.08,nan,1091.16,1128.66,1159.08,nan
Oper.Income Margin,5.33,7.51,8.35,nan,9.01,12.95,6.1,nan
Net Income Margin,4.93,5.87,7.84,nan,8.47,11.34,5.6,nan
ROA,6.9,8.18,8.58,nan,8.25,10.23,9.43,nan
ROE,12.73,14.25,12.67,nan,11.95,13.92,12.6,nan
EPS(KRW),527.0,671.0,674.0,nan,157.0,189.0,175.0,nan
BPS(KRW),5030.0,5685.0,6295.0,nan,5956.0,6143.0,6295.0,nan
DPS(KRW),nan,81.0,240.0,nan,nan,nan,240.0,nan
PER,6.25,5.17,7.02,nan,nan,nan,nan,nan
PBR,0.66,0.61,0.75,nan,0.99,0.78,0.75,nan
Issued Shares,19070.0,19070.0,19070.0,nan,19070.0,19070.0,19070.0,nan
Div Yield,nan,2.33,5.07,nan,nan,nan,5.07,nan
