계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,5.0,27.0,16.0,nan,2.0,14.0,0.0,14.0
Operating Income,-156.0,-161.0,-228.0,nan,-77.0,-44.0,-67.0,nan
Oper.Income(Rep.),-156.0,-161.0,-228.0,nan,-77.0,-44.0,-67.0,nan
Net Income,-137.0,-163.0,-225.0,nan,-77.0,-42.0,-66.0,nan
Net Income(Contr.),-137.0,-163.0,-225.0,nan,-77.0,-42.0,-66.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,259.0,556.0,378.0,nan,454.0,409.0,378.0,nan
Total Liabilities,145.0,126.0,176.0,nan,138.0,136.0,176.0,nan
Total Equity,114.0,430.0,202.0,nan,315.0,273.0,202.0,nan
Net Income(Contr.),114.0,430.0,202.0,nan,315.0,273.0,202.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,57.0,185.0,185.0,nan,185.0,185.0,185.0,nan
Total Debt/Equity,126.85,29.28,87.47,nan,43.9,49.6,87.47,nan
Reserve Ratio,98.99,132.71,9.17,nan,70.67,47.94,9.17,nan
Oper.Income Margin,-2884.82,-590.33,-1423.37,nan,-4409.86,-322.85,-17654.24,nan
Net Income Margin,-2524.55,-597.0,-1403.05,nan,-4403.81,-312.58,-17272.97,nan
ROA,-59.72,-40.09,-48.12,nan,-63.48,-39.4,-66.91,nan
ROE,-206.45,-60.02,-71.15,nan,-87.33,-57.74,-110.86,nan
EPS(KRW),-527.0,-553.0,-608.0,nan,-209.0,-115.0,-178.0,nan
BPS(KRW),426.0,1164.0,546.0,nan,853.0,740.0,546.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,8.67,3.49,5.45,nan,3.07,2.72,5.45,nan
Issued Shares,26746.0,36947.0,36947.0,nan,36947.0,36947.0,36947.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
