계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,19571.0,21960.0,21684.0,nan,5035.0,5737.0,6151.0,nan
Operating Income,648.0,428.0,250.0,nan,63.0,29.0,107.0,nan
Oper.Income(Rep.),648.0,428.0,250.0,nan,63.0,29.0,107.0,nan
Net Income,386.0,114.0,-77.0,nan,19.0,-59.0,-4.0,nan
Net Income(Contr.),364.0,115.0,-49.0,nan,26.0,-47.0,1.0,nan
Net Income(Minor.),21.0,-2.0,-28.0,nan,-6.0,-12.0,-5.0,nan
Total Assets,12705.0,15728.0,16693.0,nan,16180.0,16055.0,16693.0,nan
Total Liabilities,8752.0,11403.0,12640.0,nan,11998.0,11965.0,12640.0,nan
Total Equity,3953.0,4325.0,4053.0,nan,4183.0,4090.0,4053.0,nan
Net Income(Contr.),3557.0,4112.0,3899.0,nan,3973.0,3895.0,3899.0,nan
Net Income(Minor.),396.0,212.0,154.0,nan,210.0,194.0,154.0,nan
Capital Stock,159.0,161.0,161.0,nan,161.0,161.0,161.0,nan
Total Debt/Equity,221.4,263.68,311.84,nan,286.84,292.56,311.84,nan
Reserve Ratio,2177.19,2493.89,2338.2,nan,2369.17,2335.89,2338.2,nan
Oper.Income Margin,3.31,1.95,1.15,nan,1.25,0.51,1.73,nan
Net Income Margin,1.86,0.53,-0.23,nan,0.51,-0.82,0.02,nan
ROA,3.22,0.8,-0.47,nan,0.48,-1.47,-0.1,nan
ROE,10.89,3.01,-1.22,nan,2.58,-4.8,0.11,nan
EPS(KRW),1143.0,360.0,-160.0,nan,82.0,-156.0,4.0,nan
BPS(KRW),11386.0,13385.0,13444.0,nan,13164.0,12987.0,13444.0,nan
DPS(KRW),360.0,370.0,380.0,nan,nan,nan,380.0,nan
PER,4.97,13.83,nan,nan,nan,nan,nan,nan
PBR,0.5,0.37,0.34,nan,0.37,0.36,0.34,nan
Issued Shares,31890.0,31182.0,29182.0,nan,30182.0,30182.0,29182.0,nan
Div Yield,6.34,7.44,8.37,nan,nan,nan,8.37,nan
