계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,58.0,55.0,76.0,nan,5.0,49.0,8.0,nan
Operating Income,-151.0,-162.0,-89.0,nan,-40.0,10.0,-22.0,nan
Oper.Income(Rep.),-151.0,-162.0,-89.0,nan,-40.0,10.0,-22.0,nan
Net Income,-185.0,-120.0,-82.0,nan,-45.0,10.0,-11.0,nan
Net Income(Contr.),-185.0,-120.0,-82.0,nan,-45.0,10.0,-11.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,440.0,396.0,338.0,nan,332.0,300.0,338.0,nan
Total Liabilities,133.0,102.0,80.0,nan,128.0,85.0,80.0,nan
Total Equity,307.0,293.0,258.0,nan,205.0,215.0,258.0,nan
Net Income(Contr.),307.0,293.0,258.0,nan,205.0,215.0,258.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,232.0,253.0,287.0,nan,260.0,260.0,287.0,nan
Total Debt/Equity,43.33,34.89,30.78,nan,62.38,39.39,30.78,nan
Reserve Ratio,32.27,15.99,nan,nan,nan,nan,nan,nan
Oper.Income Margin,-262.43,-295.95,-118.36,nan,-765.32,21.42,-266.94,nan
Net Income Margin,-320.86,-220.46,-108.82,nan,-847.36,19.95,-138.8,nan
ROA,-36.9,-28.8,-22.39,nan,-49.7,12.29,-14.27,nan
ROE,-48.43,-40.09,-29.78,nan,-73.82,18.5,-19.22,nan
EPS(KRW),-398.0,-258.0,-158.0,nan,-86.0,19.0,-22.0,nan
BPS(KRW),661.0,580.0,450.0,nan,394.0,415.0,450.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,4.82,2.87,6.64,nan,3.89,2.99,6.64,nan
Issued Shares,46456.0,50621.0,57465.0,nan,51928.0,51928.0,57465.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
