계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,14637.0,14334.0,14156.0,nan,4124.0,3284.0,3123.0,nan
Operating Income,883.0,654.0,185.0,nan,360.0,-95.0,-196.0,nan
Oper.Income(Rep.),883.0,654.0,185.0,nan,360.0,-95.0,-196.0,nan
Net Income,385.0,119.0,-451.0,nan,115.0,-305.0,-272.0,nan
Net Income(Contr.),386.0,176.0,-307.0,nan,132.0,-214.0,-287.0,nan
Net Income(Minor.),-2.0,-57.0,-144.0,nan,-18.0,-91.0,15.0,nan
Total Assets,17138.0,19564.0,21326.0,nan,23926.0,23306.0,21326.0,nan
Total Liabilities,12418.0,13793.0,15314.0,nan,17395.0,17088.0,15314.0,nan
Total Equity,4720.0,5771.0,6012.0,nan,6531.0,6218.0,6012.0,nan
Net Income(Contr.),3447.0,4539.0,4317.0,nan,4777.0,4545.0,4317.0,nan
Net Income(Minor.),1273.0,1232.0,1695.0,nan,1754.0,1672.0,1695.0,nan
Capital Stock,239.0,254.0,256.0,nan,256.0,256.0,256.0,nan
Total Debt/Equity,263.09,239.02,254.72,nan,266.34,274.83,254.72,nan
Reserve Ratio,1359.38,1703.83,1607.23,nan,1785.1,1693.7,1607.23,nan
Oper.Income Margin,6.03,4.56,1.3,nan,8.74,-2.9,-6.29,nan
Net Income Margin,2.64,1.23,-2.17,nan,3.21,-6.51,-9.18,nan
ROA,2.59,0.65,-2.21,nan,1.94,-5.16,-4.87,nan
ROE,11.1,4.41,-6.94,nan,11.26,-18.34,-25.88,nan
EPS(KRW),1557.0,682.0,-1174.0,nan,506.0,-816.0,-1095.0,nan
BPS(KRW),13722.0,17666.0,16723.0,nan,18466.0,17570.0,16723.0,nan
DPS(KRW),100.0,100.0,100.0,nan,nan,nan,100.0,nan
PER,8.32,24.97,nan,nan,nan,nan,nan,nan
PBR,0.94,0.96,0.55,nan,0.56,0.5,0.55,nan
Issued Shares,23932.0,25393.0,25641.0,nan,25641.0,25641.0,25641.0,nan
Div Yield,0.77,0.59,1.08,nan,nan,nan,1.08,nan
