계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Net Operating Revenue,3072.0,3060.0,2827.0,nan,443.0,723.0,676.0,nan
Operating Income,344.0,315.0,40.0,nan,-216.0,56.0,-59.0,nan
Oper.Income(Rep.),344.0,315.0,40.0,nan,-216.0,56.0,-59.0,nan
Net Income,-549.0,93.0,389.0,nan,-193.0,34.0,-218.0,nan
Net Income(Contr.),-549.0,93.0,389.0,nan,-193.0,34.0,-218.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Total Assets,121113.0,132502.0,140181.0,nan,130337.0,126583.0,140181.0,nan
Total Liabilities,105557.0,116771.0,123119.0,nan,113757.0,110028.0,123119.0,nan
Total Equity,15556.0,15730.0,17062.0,nan,16581.0,16555.0,17062.0,nan
Net Income(Contr.),15556.0,15730.0,17062.0,nan,16581.0,16555.0,17062.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,10967.0,10967.0,10967.0,nan,10967.0,10967.0,10967.0,nan
Total Debt/Equity,678.57,742.33,721.58,nan,686.08,664.63,721.58,nan
Reserve Ratio,42.66,44.25,56.4,nan,52.0,51.77,56.4,nan
Oper.Income Margin,1.63,1.6,0.16,nan,-4.47,1.21,-0.67,nan
Net Income Margin,-2.6,0.47,1.56,nan,-3.99,0.74,-2.47,nan
ROA,-0.46,0.07,0.29,nan,-0.55,0.11,-0.65,nan
ROE,-3.2,0.59,2.37,nan,-4.64,0.82,-5.19,nan
EPS(KRW),-250.0,42.0,177.0,nan,-88.0,15.0,-99.0,nan
BPS(KRW),7133.0,7213.0,7820.0,nan,7600.0,7588.0,7820.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,82.09,18.95,nan,nan,nan,nan,nan
PBR,0.33,0.48,0.43,nan,0.42,0.44,0.43,nan
Issued Shares,214548.0,214548.0,214548.0,nan,214548.0,214548.0,214548.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
