계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5502.0,3805.0,4876.0,nan,1323.0,1234.0,1138.0,nan
Operating Income,221.0,94.0,102.0,nan,30.0,28.0,12.0,nan
Oper.Income(Rep.),221.0,94.0,102.0,nan,30.0,28.0,12.0,nan
Net Income,150.0,51.0,60.0,nan,17.0,13.0,8.0,nan
Net Income(Contr.),150.0,51.0,60.0,nan,17.0,13.0,8.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1145.0,1493.0,1333.0,nan,1828.0,1581.0,1333.0,nan
Total Liabilities,601.0,691.0,474.0,nan,986.0,726.0,474.0,nan
Total Equity,544.0,802.0,859.0,nan,841.0,854.0,859.0,nan
Net Income(Contr.),544.0,802.0,859.0,nan,841.0,854.0,859.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,11.0,14.0,14.0,nan,14.0,14.0,14.0,nan
Total Debt/Equity,110.61,86.22,55.23,nan,117.28,85.01,55.23,nan
Reserve Ratio,4965.35,5453.85,5848.14,nan,5725.64,5817.31,5848.14,nan
Oper.Income Margin,4.02,2.47,2.1,nan,2.27,2.24,1.09,nan
Net Income Margin,2.73,1.33,1.24,nan,1.26,1.07,0.7,nan
ROA,14.46,3.84,4.28,nan,3.88,3.11,2.2,nan
ROE,32.13,7.53,7.29,nan,8.04,6.25,3.74,nan
EPS(KRW),1399.0,355.0,419.0,nan,116.0,92.0,56.0,nan
BPS(KRW),5065.0,5554.0,5948.0,nan,5826.0,5917.0,5948.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,65.97,25.87,nan,nan,nan,nan,nan
PBR,nan,4.22,1.82,nan,2.67,2.65,1.82,nan
Issued Shares,10730.0,14438.0,14438.0,nan,14438.0,14438.0,14438.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
