계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4405.0,3938.0,3885.0,3916.0,1004.0,922.0,981.0,nan
Operating Income,255.0,160.0,123.0,153.0,35.0,33.0,25.0,nan
Oper.Income(Rep.),255.0,160.0,123.0,nan,35.0,33.0,25.0,nan
Net Income,197.0,110.0,131.0,nan,41.0,25.0,40.0,nan
Net Income(Contr.),197.0,110.0,131.0,111.0,41.0,25.0,40.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,3543.0,3470.0,3975.0,nan,3898.0,3910.0,3975.0,nan
Total Liabilities,1409.0,1281.0,1434.0,nan,1490.0,1494.0,1434.0,nan
Total Equity,2135.0,2189.0,2541.0,nan,2408.0,2416.0,2541.0,nan
Net Income(Contr.),2135.0,2189.0,2541.0,nan,2408.0,2416.0,2541.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,111.0,111.0,111.0,nan,111.0,111.0,111.0,nan
Total Debt/Equity,65.97,58.51,56.42,nan,61.87,61.82,56.42,nan
Reserve Ratio,1825.32,1874.1,2191.85,nan,2071.78,2079.06,2191.85,nan
Oper.Income Margin,5.78,4.06,3.18,3.91,3.45,3.59,2.54,nan
Net Income Margin,4.47,2.79,3.38,2.83,4.06,2.7,4.03,nan
ROA,5.47,3.14,3.52,nan,4.24,2.55,4.01,nan
ROE,9.68,5.09,5.54,4.37,7.06,4.12,6.38,nan
EPS(KRW),888.0,496.0,591.0,501.0,184.0,112.0,178.0,nan
BPS(KRW),9627.0,9871.0,11459.0,nan,10859.0,10895.0,11459.0,nan
DPS(KRW),200.0,200.0,150.0,nan,nan,nan,150.0,nan
PER,19.38,72.61,39.57,46.65,nan,nan,nan,nan
PBR,1.79,3.65,2.04,nan,2.29,2.21,2.04,nan
Issued Shares,22177.0,22177.0,22177.0,nan,22177.0,22177.0,22177.0,nan
Div Yield,1.16,0.56,0.64,nan,nan,nan,0.64,nan
