계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,194.0,192.0,183.0,nan,46.0,49.0,44.0,nan
Operating Income,6.0,5.0,-9.0,nan,-1.0,0.0,-3.0,nan
Oper.Income(Rep.),6.0,5.0,-9.0,nan,-1.0,0.0,-3.0,nan
Net Income,7.0,25.0,-11.0,nan,3.0,3.0,-13.0,nan
Net Income(Contr.),8.0,25.0,-11.0,nan,3.0,3.0,-13.0,nan
Net Income(Minor.),-1.0,nan,nan,nan,nan,nan,nan,nan
Total Assets,321.0,316.0,380.0,nan,392.0,398.0,380.0,nan
Total Liabilities,72.0,40.0,35.0,nan,37.0,39.0,35.0,nan
Total Equity,249.0,275.0,345.0,nan,355.0,358.0,345.0,nan
Net Income(Contr.),249.0,275.0,345.0,nan,355.0,358.0,345.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,280.0,280.0,326.0,nan,326.0,326.0,326.0,nan
Total Debt/Equity,28.81,14.57,10.22,nan,10.34,10.96,10.22,nan
Reserve Ratio,1.6,10.97,16.75,nan,19.98,20.87,16.75,nan
Oper.Income Margin,3.35,2.36,-4.64,nan,-2.83,0.42,-7.4,nan
Net Income Margin,4.23,13.19,-5.85,nan,5.53,5.95,-30.64,nan
ROA,2.41,7.96,-3.09,nan,2.57,2.93,-13.81,nan
ROE,3.34,9.66,-3.46,nan,2.87,3.25,-15.27,nan
EPS(KRW),15.0,45.0,-17.0,nan,4.0,4.0,-21.0,nan
BPS(KRW),508.0,555.0,584.0,nan,600.0,604.0,584.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,35.33,43.88,nan,nan,nan,nan,nan,nan
PBR,1.02,3.58,2.57,nan,4.18,3.1,2.57,nan
Issued Shares,56025.0,56025.0,65152.0,nan,65152.0,65152.0,65152.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
