계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4800.0,4415.0,4640.0,nan,992.0,1736.0,1107.0,nan
Operating Income,406.0,351.0,295.0,nan,45.0,194.0,76.0,nan
Oper.Income(Rep.),406.0,351.0,295.0,nan,45.0,194.0,76.0,nan
Net Income,268.0,172.0,232.0,nan,28.0,100.0,115.0,nan
Net Income(Contr.),270.0,172.0,235.0,nan,30.0,101.0,117.0,nan
Net Income(Minor.),-2.0,-1.0,-3.0,nan,-1.0,-0.0,-1.0,nan
Total Assets,3161.0,3160.0,3960.0,nan,4251.0,4329.0,3960.0,nan
Total Liabilities,1806.0,1643.0,2186.0,nan,2710.0,2729.0,2186.0,nan
Total Equity,1355.0,1517.0,1775.0,nan,1541.0,1600.0,1775.0,nan
Net Income(Contr.),1343.0,1504.0,1772.0,nan,1537.0,1597.0,1772.0,nan
Net Income(Minor.),13.0,13.0,3.0,nan,4.0,3.0,3.0,nan
Capital Stock,59.0,59.0,59.0,nan,59.0,59.0,59.0,nan
Total Debt/Equity,133.26,108.31,123.14,nan,175.84,170.52,123.14,nan
Reserve Ratio,2312.89,2589.16,3097.19,nan,2645.73,2753.55,3097.19,nan
Oper.Income Margin,8.46,7.95,6.36,nan,4.49,11.17,6.83,nan
Net Income Margin,5.62,3.91,5.07,nan,2.98,5.8,10.55,nan
ROA,8.65,5.44,6.51,nan,2.81,9.37,11.13,nan
ROE,21.24,12.11,14.35,nan,7.79,25.68,27.72,nan
EPS(KRW),2776.0,1893.0,2581.0,nan,325.0,1105.0,1282.0,nan
BPS(KRW),15508.0,17284.0,20549.0,nan,17647.0,18340.0,20549.0,nan
DPS(KRW),300.0,300.0,400.0,nan,nan,nan,400.0,nan
PER,2.92,4.18,3.01,nan,nan,nan,nan,nan
PBR,0.52,0.46,0.38,nan,0.4,0.4,0.38,nan
Issued Shares,9108.0,9108.0,9108.0,nan,9108.0,9108.0,9108.0,nan
Div Yield,3.7,3.79,5.14,nan,nan,nan,5.14,nan
