계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,583.0,435.0,650.0,nan,176.0,142.0,172.0,nan
Operating Income,-40.0,-96.0,-7.0,nan,5.0,-17.0,-2.0,nan
Oper.Income(Rep.),-40.0,-96.0,-7.0,nan,5.0,-17.0,-2.0,nan
Net Income,-253.0,-102.0,-26.0,nan,11.0,-8.0,-35.0,nan
Net Income(Contr.),-253.0,-102.0,-26.0,nan,11.0,-8.0,-35.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1072.0,1082.0,1055.0,nan,1160.0,1083.0,1055.0,nan
Total Liabilities,801.0,785.0,700.0,nan,748.0,697.0,700.0,nan
Total Equity,271.0,297.0,355.0,nan,412.0,386.0,355.0,nan
Net Income(Contr.),271.0,297.0,355.0,nan,412.0,386.0,355.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,151.0,175.0,260.0,nan,218.0,233.0,260.0,nan
Total Debt/Equity,295.61,264.17,197.01,nan,181.27,180.45,197.01,nan
Reserve Ratio,84.52,69.99,36.62,nan,89.57,65.54,36.62,nan
Oper.Income Margin,-6.81,-22.13,-1.15,nan,3.07,-12.0,-0.97,nan
Net Income Margin,-43.42,-23.35,-3.97,nan,6.06,-5.69,-20.36,nan
ROA,-22.75,-9.42,-2.41,nan,3.73,-2.89,-13.06,nan
ROE,-71.05,-35.74,-7.9,nan,10.45,-8.12,-37.68,nan
EPS(KRW),-840.0,-314.0,-50.0,nan,24.0,-17.0,-67.0,nan
BPS(KRW),923.0,850.0,683.0,nan,948.0,828.0,683.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.73,1.28,1.5,nan,1.4,1.58,1.5,nan
Issued Shares,30122.0,34970.0,52013.0,nan,43517.0,46654.0,52013.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
