계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3663.0,1642.0,1571.0,nan,353.0,319.0,586.0,nan
Operating Income,902.0,-84.0,-202.0,nan,-52.0,-28.0,-5.0,nan
Oper.Income(Rep.),902.0,-84.0,-202.0,nan,-52.0,-28.0,-5.0,nan
Net Income,686.0,19.0,-185.0,nan,-103.0,-5.0,-1.0,nan
Net Income(Contr.),683.0,18.0,-186.0,nan,-103.0,-5.0,-2.0,nan
Net Income(Minor.),3.0,0.0,1.0,nan,0.0,1.0,1.0,nan
Total Assets,3109.0,2680.0,2711.0,nan,2624.0,2579.0,2711.0,nan
Total Liabilities,1331.0,912.0,1123.0,nan,1047.0,1025.0,1123.0,nan
Total Equity,1778.0,1768.0,1588.0,nan,1578.0,1554.0,1588.0,nan
Net Income(Contr.),1774.0,1713.0,1561.0,nan,1538.0,1514.0,1561.0,nan
Net Income(Minor.),5.0,55.0,27.0,nan,39.0,40.0,27.0,nan
Capital Stock,67.0,67.0,67.0,nan,67.0,67.0,67.0,nan
Total Debt/Equity,74.85,51.6,70.69,nan,66.36,65.99,70.69,nan
Reserve Ratio,2530.21,2558.63,2289.03,nan,2299.4,2204.8,2289.03,nan
Oper.Income Margin,24.62,-5.13,-12.88,nan,-14.75,-8.86,-0.83,nan
Net Income Margin,18.64,1.12,-11.81,nan,-29.2,-1.64,-0.3,nan
ROA,25.99,0.65,-6.86,nan,-15.13,-0.7,-0.17,nan
ROE,50.63,1.06,-11.34,nan,-26.04,-1.37,-0.46,nan
EPS(KRW),5119.0,137.0,-1384.0,nan,-764.0,-39.0,-13.0,nan
BPS(KRW),13151.0,13293.0,12107.0,nan,11997.0,11680.0,12107.0,nan
DPS(KRW),nan,220.0,nan,nan,nan,nan,nan,nan
PER,7.23,127.22,nan,nan,nan,nan,nan,nan
PBR,2.81,1.31,1.47,nan,1.21,0.77,1.47,nan
Issued Shares,13489.0,13489.0,13309.0,nan,13489.0,13309.0,13309.0,nan
Div Yield,nan,1.27,nan,nan,nan,nan,nan,nan
