계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,221.0,254.0,317.0,nan,20.0,133.0,103.0,nan
Operating Income,-86.0,-88.0,-102.0,nan,-30.0,-16.0,-35.0,nan
Oper.Income(Rep.),-86.0,-88.0,-102.0,nan,-30.0,-16.0,-35.0,nan
Net Income,-81.0,-257.0,-156.0,nan,-12.0,85.0,-222.0,nan
Net Income(Contr.),-81.0,-257.0,-156.0,nan,-12.0,85.0,-222.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1566.0,1421.0,1413.0,nan,1533.0,1588.0,1413.0,nan
Total Liabilities,165.0,198.0,333.0,nan,307.0,284.0,333.0,nan
Total Equity,1402.0,1223.0,1080.0,nan,1227.0,1303.0,1080.0,nan
Net Income(Contr.),1402.0,1223.0,1080.0,nan,1227.0,1303.0,1080.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,1368.0,1423.0,1423.0,nan,1423.0,1423.0,1423.0,nan
Total Debt/Equity,11.73,16.16,30.78,nan,25.01,21.81,30.78,nan
Reserve Ratio,2.45,nan,nan,nan,nan,nan,nan,nan
Oper.Income Margin,-38.91,-34.71,-32.23,nan,-154.47,-12.26,-33.96,nan
Net Income Margin,-36.83,-101.44,-49.36,nan,-61.22,63.89,-214.95,nan
ROA,-5.02,-17.23,-11.03,nan,-3.13,21.74,-59.17,nan
ROE,-5.87,-19.61,-13.57,nan,-3.91,26.82,-74.48,nan
EPS(KRW),-30.0,-90.0,-55.0,nan,-4.0,30.0,-78.0,nan
BPS(KRW),512.0,430.0,379.0,nan,431.0,458.0,379.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.82,1.27,1.19,nan,1.08,1.03,1.19,nan
Issued Shares,273690.0,284690.0,284690.0,nan,284690.0,284690.0,284690.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
