계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1613.0,1431.0,1388.0,nan,318.0,355.0,350.0,nan
Operating Income,72.0,18.0,-28.0,nan,-8.0,-7.0,-5.0,nan
Oper.Income(Rep.),72.0,18.0,-28.0,nan,-8.0,-7.0,-5.0,nan
Net Income,18.0,-10.0,54.0,nan,64.0,47.0,-57.0,nan
Net Income(Contr.),18.0,-10.0,54.0,nan,64.0,47.0,-57.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,3038.0,3035.0,3083.0,nan,3073.0,3145.0,3083.0,nan
Total Liabilities,584.0,607.0,408.0,nan,546.0,437.0,408.0,nan
Total Equity,2454.0,2428.0,2675.0,nan,2527.0,2708.0,2675.0,nan
Net Income(Contr.),2454.0,2428.0,2675.0,nan,2527.0,2708.0,2675.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,1012.0,1012.0,1012.0,nan,1012.0,1012.0,1012.0,nan
Total Debt/Equity,23.79,24.99,15.25,nan,21.6,16.14,15.25,nan
Reserve Ratio,144.33,141.87,166.2,nan,151.6,169.48,166.2,nan
Oper.Income Margin,4.47,1.28,-1.99,nan,-2.54,-1.99,-1.5,nan
Net Income Margin,1.1,-0.72,3.86,nan,20.15,13.14,-16.26,nan
ROA,0.58,-0.34,1.75,nan,8.41,6.01,-7.31,nan
ROE,0.72,-0.42,2.1,nan,10.29,7.14,-8.46,nan
EPS(KRW),9.0,-5.0,26.0,nan,32.0,23.0,-28.0,nan
BPS(KRW),1222.0,1209.0,1331.0,nan,1258.0,1347.0,1331.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,60.93,nan,12.09,nan,nan,nan,nan,nan
PBR,0.44,0.37,0.24,nan,0.31,0.27,0.24,nan
Issued Shares,202425.0,202425.0,202425.0,nan,202425.0,202425.0,202425.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
