계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,115.0,78.0,52.0,nan,nan,nan,nan,nan
Operating Income,-19.0,-30.0,-52.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-19.0,-30.0,-52.0,nan,nan,nan,0.0,nan
Net Income,531.0,46.0,-208.0,nan,nan,nan,nan,nan
Net Income(Contr.),531.0,46.0,-208.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2107.0,2154.0,1877.0,nan,nan,nan,1877.0,nan
Total Liabilities,460.0,488.0,387.0,nan,nan,nan,387.0,nan
Total Equity,1647.0,1666.0,1490.0,nan,nan,nan,1490.0,nan
Net Income(Contr.),1647.0,1666.0,1490.0,nan,nan,nan,1490.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,547.0,558.0,562.0,nan,nan,nan,562.0,nan
Total Debt/Equity,27.92,29.3,25.96,nan,nan,nan,25.96,nan
Reserve Ratio,200.96,198.51,165.08,nan,nan,nan,165.08,nan
Oper.Income Margin,-16.24,-38.67,-99.56,nan,nan,nan,nan,nan
Net Income Margin,462.66,58.67,-395.8,nan,nan,nan,nan,nan
ROA,10.45,2.14,-10.3,nan,nan,nan,nan,nan
ROE,48.59,2.75,-13.15,nan,nan,nan,nan,nan
EPS(KRW),485.0,41.0,-185.0,nan,nan,nan,0.0,nan
BPS(KRW),1505.0,1493.0,1325.0,nan,nan,nan,1325.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,1.08,11.44,nan,nan,nan,nan,nan,nan
PBR,0.35,0.31,0.51,nan,nan,nan,0.51,nan
Issued Shares,109472.0,111612.0,112419.0,nan,nan,nan,112419.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
