계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1774.0,1782.0,1394.0,nan,371.0,325.0,289.0,nan
Operating Income,146.0,152.0,83.0,nan,35.0,10.0,6.0,nan
Oper.Income(Rep.),146.0,152.0,83.0,nan,35.0,10.0,6.0,nan
Net Income,72.0,78.0,67.0,nan,26.0,5.0,20.0,nan
Net Income(Contr.),69.0,75.0,62.0,nan,25.0,2.0,20.0,nan
Net Income(Minor.),3.0,3.0,4.0,nan,1.0,3.0,-0.0,nan
Total Assets,2582.0,2576.0,2650.0,nan,2550.0,2547.0,2650.0,nan
Total Liabilities,1427.0,1339.0,1270.0,nan,1270.0,1238.0,1270.0,nan
Total Equity,1155.0,1237.0,1380.0,nan,1279.0,1310.0,1380.0,nan
Net Income(Contr.),1118.0,1196.0,1329.0,nan,1237.0,1261.0,1329.0,nan
Net Income(Minor.),36.0,40.0,51.0,nan,42.0,49.0,51.0,nan
Capital Stock,157.0,158.0,164.0,nan,158.0,158.0,164.0,nan
Total Debt/Equity,123.63,108.31,92.05,nan,99.29,94.53,92.05,nan
Reserve Ratio,613.33,661.57,710.37,nan,687.6,702.35,710.37,nan
Oper.Income Margin,8.22,8.51,5.95,nan,9.44,3.08,2.22,nan
Net Income Margin,3.88,4.19,4.47,nan,6.64,0.57,6.97,nan
ROA,2.99,3.01,2.56,nan,3.95,0.81,3.05,nan
ROE,6.52,6.46,4.94,nan,8.06,0.59,6.23,nan
EPS(KRW),218.0,237.0,190.0,nan,78.0,6.0,61.0,nan
BPS(KRW),3567.0,3808.0,4052.0,nan,3938.0,4012.0,4052.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,11.49,9.66,10.51,nan,nan,nan,nan,nan
PBR,0.7,0.6,0.49,nan,0.57,0.49,0.49,nan
Issued Shares,31475.0,31533.0,32897.0,nan,31533.0,31533.0,32897.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
