계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,661,1686.0,2241.0,nan,nan,nan,nan,nan
Operating Income,183,1111.0,1527.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),183,1111.0,1527.0,nan,nan,nan,0.0,nan
Net Income,-71,1067.0,1480.0,nan,nan,nan,nan,nan
Net Income(Contr.),-71,1067.0,1480.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,919,2039.0,8038.0,nan,nan,nan,8038.0,nan
Total Liabilities,578,229.0,394.0,nan,nan,nan,394.0,nan
Total Equity,341,1811.0,7644.0,nan,nan,nan,7644.0,nan
Net Income(Contr.),341,1811.0,7644.0,nan,nan,nan,7644.0,nan
Net Income(Minor.),0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,7,99.0,117.0,nan,nan,nan,117.0,nan
Total Debt/Equity,169.35,12.63,5.16,nan,nan,nan,5.16,nan
Reserve Ratio,4501.72,1725.89,6451.88,nan,nan,nan,6451.88,nan
Oper.Income Margin,27.64,65.88,68.13,nan,nan,nan,nan,nan
Net Income Margin,-10.80,63.28,66.03,nan,nan,nan,nan,nan
ROA,N/A(IFRS),72.13,29.37,nan,nan,nan,nan,nan
ROE,N/A(IFRS),99.16,31.3,nan,nan,nan,nan,nan
EPS(KRW),-147,2132.0,2718.0,nan,nan,nan,0.0,nan
BPS(KRW),704,3568.0,13104.0,nan,nan,nan,13104.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,23.33,nan,nan,nan,nan,nan
PBR,nan,nan,4.84,nan,nan,nan,4.84,nan
Issued Shares,33708,38834.0,58335.0,nan,nan,nan,58335.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
