계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,168.0,158.0,180.0,nan,51.0,34.0,55.0,nan
Operating Income,-1.0,-26.0,-24.0,nan,-7.0,-17.0,10.0,nan
Oper.Income(Rep.),-1.0,-26.0,-24.0,nan,-7.0,-17.0,10.0,nan
Net Income,-47.0,24.0,-41.0,nan,2.0,-9.0,-29.0,nan
Net Income(Contr.),-47.0,25.0,-23.0,nan,7.0,-1.0,-27.0,nan
Net Income(Minor.),nan,-1.0,-18.0,nan,-5.0,-7.0,-1.0,nan
Total Assets,958.0,1096.0,1197.0,nan,1255.0,1239.0,1197.0,nan
Total Liabilities,263.0,235.0,373.0,nan,390.0,379.0,373.0,nan
Total Equity,695.0,861.0,824.0,nan,866.0,860.0,824.0,nan
Net Income(Contr.),695.0,858.0,808.0,nan,840.0,840.0,808.0,nan
Net Income(Minor.),0.0,2.0,16.0,nan,26.0,20.0,16.0,nan
Capital Stock,59.0,68.0,70.0,nan,70.0,70.0,70.0,nan
Total Debt/Equity,37.9,27.25,45.23,nan,44.99,44.06,45.23,nan
Reserve Ratio,1077.84,1160.8,1053.68,nan,1098.74,1099.44,1053.68,nan
Oper.Income Margin,-0.87,-16.48,-13.1,nan,-14.78,-51.68,17.63,nan
Net Income Margin,-28.01,15.55,-12.72,nan,14.32,-4.01,-49.17,nan
ROA,-4.88,2.29,-3.56,nan,0.8,-2.79,-9.4,nan
ROE,-6.63,3.16,-2.75,nan,3.38,-0.64,-13.21,nan
EPS(KRW),-398.0,180.0,-164.0,nan,52.0,-10.0,-194.0,nan
BPS(KRW),5889.0,6304.0,5768.0,nan,5994.0,5997.0,5768.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,32.3,nan,nan,nan,nan,nan,nan
PBR,0.79,0.92,0.69,nan,0.83,0.69,0.69,nan
Issued Shares,11804.0,13622.0,14015.0,nan,14015.0,14015.0,14015.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
