계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3517.0,2008.0,3102.0,3020.0,655.0,504.0,858.0,620.0
Operating Income,533.0,211.0,197.0,250.0,29.0,59.0,22.0,50.0
Oper.Income(Rep.),533.0,211.0,197.0,nan,29.0,59.0,22.0,nan
Net Income,422.0,228.0,171.0,220.0,21.0,15.0,40.0,nan
Net Income(Contr.),418.0,227.0,129.0,160.0,32.0,14.0,19.0,nan
Net Income(Minor.),4.0,1.0,42.0,nan,-12.0,1.0,21.0,nan
Total Assets,2030.0,4325.0,4218.0,4420.0,4002.0,4171.0,4218.0,nan
Total Liabilities,1022.0,1659.0,1421.0,1540.0,1269.0,1417.0,1421.0,nan
Total Equity,1008.0,2666.0,2797.0,2880.0,2733.0,2754.0,2797.0,nan
Net Income(Contr.),1001.0,1762.0,1841.0,nan,1805.0,1820.0,1841.0,nan
Net Income(Minor.),8.0,903.0,956.0,nan,927.0,934.0,956.0,nan
Capital Stock,44.0,53.0,107.0,110.0,106.0,107.0,107.0,nan
Total Debt/Equity,101.33,62.24,50.8,53.47,46.44,51.45,50.8,nan
Reserve Ratio,2168.03,3216.67,1654.68,nan,1621.5,1635.12,1654.68,nan
Oper.Income Margin,15.14,10.52,6.35,8.28,4.48,11.65,2.6,8.06
Net Income Margin,11.88,11.31,4.15,5.3,4.96,2.81,2.2,nan
ROA,28.73,7.17,4.0,5.09,2.03,1.46,3.82,nan
ROE,61.17,16.43,7.15,8.69,7.25,3.13,4.13,nan
EPS(KRW),2428.0,1075.0,605.0,751.0,152.0,67.0,89.0,nan
BPS(KRW),5670.0,8292.0,8773.0,nan,8608.0,8676.0,8773.0,nan
DPS(KRW),nan,350.0,100.0,350.0,nan,nan,100.0,nan
PER,nan,24.01,12.95,8.73,nan,nan,nan,nan
PBR,nan,3.11,0.89,nan,1.88,1.15,0.89,nan
Issued Shares,17646.0,21252.0,21316.0,nan,21299.0,21316.0,21316.0,nan
Div Yield,nan,1.36,1.28,nan,nan,nan,1.28,nan
