계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,427.0,419.0,508.0,nan,126.0,114.0,133.0,nan
Operating Income,19.0,30.0,64.0,nan,16.0,12.0,14.0,nan
Oper.Income(Rep.),19.0,30.0,64.0,nan,16.0,12.0,14.0,nan
Net Income,516.0,200.0,162.0,nan,61.0,45.0,-8.0,nan
Net Income(Contr.),516.0,200.0,162.0,nan,61.0,45.0,-8.0,nan
Net Income(Minor.),nan,0.0,nan,nan,nan,nan,nan,nan
Total Assets,3782.0,4108.0,4534.0,nan,4248.0,4366.0,4534.0,nan
Total Liabilities,646.0,650.0,729.0,nan,663.0,722.0,729.0,nan
Total Equity,3136.0,3458.0,3805.0,nan,3585.0,3644.0,3805.0,nan
Net Income(Contr.),3136.0,3458.0,3805.0,nan,3585.0,3644.0,3805.0,nan
Net Income(Minor.),-0.0,-0.0,-0.0,nan,-0.0,-0.0,-0.0,nan
Capital Stock,170.0,170.0,170.0,nan,170.0,170.0,170.0,nan
Total Debt/Equity,20.62,18.81,19.15,nan,18.5,19.82,19.15,nan
Reserve Ratio,1744.94,1933.84,2137.81,nan,2008.61,2043.05,2137.81,nan
Oper.Income Margin,4.37,7.05,12.63,nan,12.55,10.77,10.5,nan
Net Income Margin,120.89,47.65,31.88,nan,47.98,39.75,-5.96,nan
ROA,13.99,5.06,3.75,nan,5.76,4.19,-0.71,nan
ROE,17.68,6.06,4.46,nan,6.83,5.0,-0.85,nan
EPS(KRW),1515.0,586.0,475.0,nan,178.0,132.0,-23.0,nan
BPS(KRW),9225.0,10169.0,11189.0,nan,10543.0,10715.0,11189.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,1.05,2.72,3.36,nan,nan,nan,nan,nan
PBR,0.17,0.16,0.14,nan,0.16,0.15,0.14,nan
Issued Shares,34087.0,34087.0,34087.0,nan,34087.0,34087.0,34087.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
