계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,586.0,632.0,795.0,921.0,192.0,232.0,224.0,206.0
Operating Income,65.0,47.0,86.0,76.0,18.0,44.0,24.0,10.0
Oper.Income(Rep.),65.0,47.0,86.0,nan,18.0,44.0,24.0,10.0
Net Income,66.0,-265.0,186.0,63.0,87.0,62.0,31.0,10.0
Net Income(Contr.),64.0,-267.0,186.0,63.0,87.0,61.0,31.0,11.0
Net Income(Minor.),2.0,3.0,-0.0,nan,0.0,0.0,-0.0,nan
Total Assets,737.0,916.0,1024.0,1118.0,1016.0,1029.0,1024.0,nan
Total Liabilities,227.0,627.0,134.0,156.0,636.0,231.0,134.0,nan
Total Equity,510.0,289.0,890.0,962.0,381.0,798.0,890.0,nan
Net Income(Contr.),507.0,283.0,885.0,957.0,376.0,792.0,885.0,nan
Net Income(Minor.),3.0,6.0,5.0,5.0,5.0,6.0,5.0,nan
Capital Stock,56.0,56.0,61.0,61.0,56.0,59.0,61.0,nan
Total Debt/Equity,44.55,217.45,15.09,16.22,166.94,29.02,15.09,nan
Reserve Ratio,803.75,404.74,1355.28,nan,569.88,1236.11,1355.28,nan
Oper.Income Margin,11.06,7.38,10.83,8.23,9.12,18.93,10.84,nan
Net Income Margin,10.95,-42.32,23.42,6.84,45.38,26.34,13.95,5.03
ROA,10.17,-32.01,19.17,5.88,35.81,24.07,12.11,nan
ROE,13.92,-67.72,31.88,6.84,103.38,41.87,14.93,nan
EPS(KRW),578.0,-2385.0,1592.0,512.0,777.0,520.0,260.0,89.0
BPS(KRW),4519.0,2524.0,7276.0,7758.0,3349.0,6681.0,7276.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,22.76,nan,40.51,98.31,nan,nan,nan,nan
PBR,2.91,27.34,8.86,6.48,17.38,7.86,8.86,nan
Issued Shares,11212.0,11212.0,12156.0,nan,11212.0,11854.0,12156.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
