계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3459.0,5665.0,6018.0,7429.0,957.0,1705.0,1991.0,1238.0
Operating Income,966.0,1694.0,1283.0,1499.0,93.0,484.0,369.0,204.0
Oper.Income(Rep.),966.0,1694.0,1283.0,nan,93.0,484.0,369.0,nan
Net Income,675.0,1050.0,977.0,1509.0,13.0,388.0,262.0,328.0
Net Income(Contr.),675.0,1055.0,978.0,1514.0,14.0,387.0,259.0,448.0
Net Income(Minor.),0.0,-5.0,-0.0,nan,-2.0,0.0,3.0,nan
Total Assets,4111.0,5715.0,6788.0,8048.0,5495.0,5860.0,6788.0,nan
Total Liabilities,1066.0,1735.0,1959.0,2012.0,1365.0,1321.0,1959.0,nan
Total Equity,3045.0,3980.0,4829.0,6036.0,4129.0,4539.0,4829.0,nan
Net Income(Contr.),3006.0,3940.0,4786.0,6029.0,4091.0,4500.0,4786.0,nan
Net Income(Minor.),39.0,40.0,43.0,8.0,38.0,38.0,43.0,nan
Capital Stock,179.0,180.0,180.0,180.0,180.0,180.0,180.0,nan
Total Debt/Equity,35.02,43.59,40.57,33.33,33.06,29.11,40.57,nan
Reserve Ratio,1642.6,2162.22,2632.17,nan,2245.24,2473.14,2632.17,nan
Oper.Income Margin,27.94,29.91,21.31,20.18,9.76,28.39,18.54,16.44
Net Income Margin,19.51,18.62,16.24,20.38,1.5,22.73,13.01,36.23
ROA,18.53,21.37,15.63,20.34,0.9,27.33,16.56,19.33
ROE,24.67,30.37,22.41,28.0,1.4,36.08,22.31,37.47
EPS(KRW),1901.0,2971.0,2751.0,4260.0,40.0,1090.0,729.0,1262.0
BPS(KRW),8809.0,11435.0,13811.0,17307.0,11855.0,13007.0,13811.0,nan
DPS(KRW),369.0,574.0,534.0,653.0,nan,nan,534.0,nan
PER,35.66,34.1,25.41,16.95,nan,nan,nan,nan
PBR,7.7,8.86,5.06,4.17,4.83,3.87,5.06,nan
Issued Shares,35497.0,35517.0,35532.0,nan,35532.0,35532.0,35532.0,nan
Div Yield,0.54,0.57,0.76,nan,nan,nan,0.76,nan
