계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,47922.0,43684.0,52314.0,54023.0,11647.0,11246.0,17879.0,11383.0
Operating Income,1374.0,-146.0,1045.0,1705.0,353.0,158.0,410.0,7.0
Oper.Income(Rep.),1374.0,-146.0,1045.0,nan,353.0,158.0,410.0,7.0
Net Income,-1768.0,-3968.0,-5808.0,-474.0,102.0,-5314.0,-248.0,-822.0
Net Income(Contr.),-1201.0,-3159.0,-5034.0,-419.0,209.0,-4829.0,-264.0,-621.0
Net Income(Minor.),-567.0,-809.0,-775.0,nan,-108.0,-486.0,16.0,nan
Total Assets,103322.0,99499.0,93166.0,90889.0,101810.0,91458.0,93166.0,nan
Total Liabilities,59879.0,57721.0,56386.0,55132.0,59730.0,56064.0,56386.0,nan
Total Equity,43443.0,41778.0,36781.0,35756.0,42080.0,35394.0,36781.0,nan
Net Income(Contr.),35522.0,32387.0,27936.0,27249.0,32945.0,26974.0,27936.0,nan
Net Income(Minor.),7922.0,9390.0,8845.0,8508.0,9135.0,8420.0,8845.0,nan
Capital Stock,1106.0,1106.0,1106.0,1109.0,1106.0,1106.0,1106.0,nan
Total Debt/Equity,137.83,138.16,153.3,154.19,141.94,158.4,153.3,nan
Reserve Ratio,3354.33,3070.89,2668.32,nan,3121.32,2581.29,2668.32,nan
Oper.Income Margin,2.87,-0.33,2.0,3.16,3.03,1.41,2.29,nan
Net Income Margin,-2.51,-7.23,-9.62,-0.78,1.8,-42.94,-1.47,-7.22
ROA,-1.94,-3.91,-6.03,-0.52,0.4,-22.0,-1.07,nan
ROE,-3.28,-9.3,-16.69,-1.52,2.56,-64.47,-3.84,nan
EPS(KRW),-5476.0,-14405.0,-22955.0,-1913.0,955.0,-22019.0,-1202.0,-2834.0
BPS(KRW),174184.0,159891.0,139592.0,136458.0,162434.0,135204.0,139592.0,nan
DPS(KRW),nan,nan,nan,900.0,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.6,0.45,0.38,0.39,0.52,0.52,0.38,nan
Issued Shares,21929.0,21929.0,21929.0,nan,21929.0,21929.0,21929.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
