계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Interest Income,12939.0,20482.0,23999.0,nan,nan,nan,nan,nan
Operating Income,3532.0,4785.0,6069.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),3532.0,4785.0,6069.0,nan,nan,nan,0.0,nan
Net Income,2631.0,3549.0,4401.0,nan,nan,nan,nan,nan
Net Income(Contr.),2631.0,3549.0,4401.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,395161.0,544882.0,628053.0,nan,nan,nan,628053.0,nan
Total Liabilities,338010.0,483705.0,562652.0,nan,nan,nan,562652.0,nan
Total Equity,57151.0,61177.0,65401.0,nan,nan,nan,65401.0,nan
Net Income(Contr.),57151.0,61177.0,65401.0,nan,nan,nan,65401.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,23837.0,23844.0,23848.0,nan,nan,nan,23848.0,nan
Total Debt/Equity,591.43,790.66,860.31,nan,nan,nan,860.31,nan
Reserve Ratio,139.76,157.12,174.78,nan,nan,nan,174.78,nan
Oper.Income Margin,21.99,19.19,20.6,nan,nan,nan,nan,nan
Net Income Margin,16.38,14.23,14.94,nan,nan,nan,nan,nan
ROA,0.7,0.76,0.75,nan,nan,nan,nan,nan
ROE,4.68,6.0,6.95,nan,nan,nan,nan,nan
EPS(KRW),553.0,744.0,923.0,nan,nan,nan,0.0,nan
BPS(KRW),11988.0,12856.0,13739.0,nan,nan,nan,13739.0,nan
DPS(KRW),80.0,150.0,360.0,nan,nan,nan,360.0,nan
PER,43.98,38.29,22.81,nan,nan,nan,nan,nan
PBR,2.03,2.22,1.53,nan,nan,nan,1.53,nan
Issued Shares,476731.0,476872.0,476969.0,nan,nan,nan,476969.0,nan
Div Yield,0.33,0.53,1.71,nan,nan,nan,1.71,nan
