계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,79756.0,63225.0,71550.0,75131.0,18525.0,18279.0,18071.0,19082.0
Operating Income,11473.0,3590.0,2728.0,3975.0,1191.0,651.0,100.0,1206.0
Oper.Income(Rep.),11473.0,3590.0,2728.0,nan,1191.0,651.0,100.0,1206.0
Net Income,10201.0,4470.0,3486.0,4165.0,1316.0,531.0,613.0,1248.0
Net Income(Contr.),10199.0,4468.0,3486.0,4164.0,1315.0,531.0,614.0,1250.0
Net Income(Minor.),3.0,2.0,-0.0,nan,0.0,0.0,-1.0,nan
Total Assets,77174.0,79797.0,83402.0,86823.0,85377.0,81761.0,83402.0,nan
Total Liabilities,20381.0,21457.0,22980.0,23120.0,25848.0,22021.0,22980.0,nan
Total Equity,56793.0,58340.0,60422.0,63703.0,59528.0,59740.0,60422.0,nan
Net Income(Contr.),56779.0,58295.0,60378.0,63659.0,59481.0,59695.0,60378.0,nan
Net Income(Minor.),14.0,45.0,44.0,44.0,47.0,45.0,44.0,nan
Capital Stock,1675.0,1675.0,1675.0,1658.0,1675.0,1675.0,1675.0,nan
Total Debt/Equity,35.89,36.78,38.03,36.29,43.42,36.86,38.03,nan
Reserve Ratio,3313.13,3403.67,3524.31,nan,3490.95,3483.52,3524.31,nan
Oper.Income Margin,14.39,5.68,3.81,5.29,6.43,3.56,0.55,nan
Net Income Margin,12.79,7.07,4.87,5.54,7.1,2.91,3.4,6.54
ROA,12.89,5.7,4.27,4.89,6.25,2.54,2.97,nan
ROE,18.96,7.77,5.88,6.71,8.92,3.57,4.09,nan
EPS(KRW),30848.0,13880.0,11321.0,14035.0,4285.0,1732.0,2024.0,4211.0
BPS(KRW),176743.0,185837.0,199918.0,216979.0,195896.0,197668.0,199918.0,nan
DPS(KRW),5400.0,2900.0,2200.0,2636.0,nan,nan,2200.0,nan
PER,4.08,9.57,8.0,7.84,nan,nan,nan,nan
PBR,0.71,0.72,0.45,0.51,0.75,0.8,0.45,nan
Issued Shares,29314.0,28548.0,27335.0,nan,27673.0,27335.0,27335.0,nan
Div Yield,4.29,2.18,2.43,nan,nan,nan,2.43,nan
