계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,652.0,874.0,674.0,nan,145.0,220.0,168.0,nan
Operating Income,-54.0,-575.0,-528.0,nan,-131.0,-160.0,-157.0,nan
Oper.Income(Rep.),-54.0,-575.0,-528.0,nan,-131.0,-160.0,-157.0,nan
Net Income,136.0,-1153.0,-1050.0,nan,-155.0,-600.0,-431.0,nan
Net Income(Contr.),126.0,-1183.0,-1050.0,nan,-155.0,-600.0,-430.0,nan
Net Income(Minor.),10.0,29.0,-0.0,nan,nan,-0.0,-0.0,nan
Total Assets,6841.0,5894.0,5910.0,nan,6313.0,5910.0,6375.0,nan
Total Liabilities,1737.0,2207.0,2123.0,nan,1956.0,2123.0,3030.0,nan
Total Equity,5104.0,3687.0,3787.0,nan,4356.0,3787.0,3345.0,nan
Net Income(Contr.),4265.0,3687.0,3785.0,nan,4356.0,3785.0,3340.0,nan
Net Income(Minor.),839.0,0.0,2.0,nan,0.0,2.0,5.0,nan
Capital Stock,2929.0,3329.0,992.0,nan,992.0,992.0,992.0,nan
Total Debt/Equity,34.04,59.86,56.06,nan,44.91,56.06,90.6,nan
Reserve Ratio,45.65,12.1,286.05,nan,343.63,286.05,241.15,nan
Oper.Income Margin,-8.33,-65.79,-78.4,nan,-90.37,-72.73,-93.41,nan
Net Income Margin,19.39,-135.38,-155.81,nan,-106.59,-272.15,-255.32,nan
ROA,2.1,-18.11,-17.79,nan,-9.98,-39.28,-28.04,nan
ROE,2.71,-29.75,-28.1,nan,-14.97,-58.97,-48.3,nan
EPS(KRW),286.0,-1680.0,-810.0,nan,-90.0,-302.0,-217.0,nan
BPS(KRW),6657.0,5124.0,1930.0,nan,2218.0,1930.0,1706.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,13.24,nan,nan,nan,nan,nan,nan,nan
PBR,0.57,0.43,0.34,nan,0.41,0.34,0.43,nan
Issued Shares,64073.0,72824.0,198408.0,nan,198408.0,198408.0,198408.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
