계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,359.0,544.0,575.0,nan,149.0,127.0,155.0,nan
Operating Income,-43.0,-38.0,-79.0,nan,-13.0,-20.0,-23.0,nan
Oper.Income(Rep.),-43.0,-38.0,-79.0,nan,-13.0,-20.0,-23.0,nan
Net Income,-47.0,-77.0,-20.0,nan,-7.0,-32.0,51.0,nan
Net Income(Contr.),-45.0,-62.0,-22.0,nan,-7.0,-28.0,42.0,nan
Net Income(Minor.),-2.0,-15.0,1.0,nan,0.0,-4.0,10.0,nan
Total Assets,358.0,630.0,835.0,nan,600.0,576.0,835.0,nan
Total Liabilities,180.0,495.0,452.0,nan,497.0,505.0,452.0,nan
Total Equity,178.0,135.0,384.0,nan,103.0,71.0,384.0,nan
Net Income(Contr.),171.0,143.0,389.0,nan,114.0,85.0,389.0,nan
Net Income(Minor.),7.0,-8.0,-6.0,nan,-11.0,-14.0,-6.0,nan
Capital Stock,5.0,17.0,21.0,nan,17.0,17.0,21.0,nan
Total Debt/Equity,100.67,367.01,117.62,nan,480.3,709.32,117.62,nan
Reserve Ratio,3095.42,761.62,1759.99,nan,588.25,415.53,1759.99,nan
Oper.Income Margin,-11.87,-7.08,-13.77,nan,-8.43,-15.59,-14.77,nan
Net Income Margin,-12.49,-11.43,-3.77,nan,-4.92,-22.44,26.85,nan
ROA,-14.03,-15.62,-2.76,nan,-4.45,-21.95,29.09,nan
ROE,-24.57,-39.58,-8.15,nan,-23.78,-114.12,69.92,nan
EPS(KRW),-273.0,-352.0,-119.0,nan,-42.0,-162.0,206.0,nan
BPS(KRW),1065.0,810.0,1771.0,nan,647.0,485.0,1771.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.15,5.8,2.59,nan,8.36,10.95,2.59,nan
Issued Shares,16474.0,16519.0,20907.0,nan,16519.0,16519.0,20907.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
